微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P1FzN3iQF,下周初会有一股寒潮南下上海也会录得今年首个冬日视频可见这股寒潮可谓是来势汹汹上海25日锋前增温，最高气温来到20℃附近25日会有一次降雨过程寒潮26日开始影响上海，气温高台跳水下周二会有大风➕雨➕降温的暴击27日寒潮对上海的影响到达极致27日白天上海气温只有6℃上下过程降温幅度会超过10℃大家记得下周二周三防寒保暖#脊梁聊天气# http://t.cn/A6mZvcsL ,,无,无,无,2024-11-23 21:11,微博视频号,15,10,7
P1EDqsuSN,妈呀，万万没有想到熏鸡事变还有后续😯节目组估计怕大家都心梗吧🥲放到加更版里麦琳坚持花 140 在服务站买的 2 只熏鸡他们第二天中午爬山在小亭子拿出来吃大家讨论晚饭吃啥，麦琳说可以把鸡骨头带回去晚上熬汤❓救命，都嘬了大家口水的骨头熬汤谁喝啊葛夕委婉地说这骨架是熬不出汤的🤣大家吃得差不多了决定动身了此时👉一只鸡没动👉一只鸡吃得7788了李行亮打算把没吃完的熏鸡打包结果麦琳把吃剩的一堆鸡骨头/鸡皮一股脑全部倒进那只没动过的鸡里了😱天啊，这操作也太恶心了，也不是讨饭的总共就 2 只鸡🐔六个人可怜巴巴的分结果她这波操作谁还吃得下啊，一下糟蹋了黄圣依说这还要吗，试图阻止但没来得及葛夕也惊了：“这个还可以吃啊？”•ᴗ•💧她还在那说你们现在恶心，晚上饿了就吃了杨子和黄圣依坚决表示：不可能的❌最后还是晚上，李行亮就着咸鸭蛋吃了，看着好辛酸🥲🥲🥲#麦琳要用吃剩的熏鸡骨头煲汤# http://t.cn/A6mz3TKH ,,无,无,无,2024-11-23 18:47,微博视频号,81,3,20
P1Edp4ndm,关注脊梁有点年头的小伙伴应该知道我这些年一直充当着公共场所的“禁烟斗士❌🚬”从21年到24年换了两幢办公楼遇到过好多在走廊、男厕所🚾乃至安全通道吸烟的“垃圾”人为维护公司一片清新的空气花费了数不清的力气😮💨😮💨😮💨所以我早上刷到这个视频，真的太气了😡一名穿橘色衣服的年轻男子在商场的电梯里面抽烟🚬这时一位父亲抱着娃，和妻子走进电梯🛗父亲因为孩子，劝阻抽烟男子👨没想到年轻男子并不以为然反而还挑衅地将烟雾吹向父亲😤这一挑衅，就把父亲给激怒了之后两人就激烈地撕打起来……最无奈的是这件事的结局抽烟男子报了警🚔民警赶来把两人带到派出所进行调解🧍♂️最后双方握手言和，抽烟男道歉吕先生反过来赔偿了1500元医药费❓❓❓凭什么🙃在电梯里抽烟有错在先既缺德又违反了公共场所禁烟规定⚠️虽然吕某以武力制止吸烟是有些欠妥但抽烟男除了道歉什么处罚都🈚️这种处理是不是在和稀泥呢？呵，经过这次事情，这位爸爸吸取教训吧👌🏿下次出门备瓶水🥤遇到这种人别动手拿出矿泉水来喝一口，喷他烟上问就是，欸不小心呛到了对不起[查看全部图片/视频] ,,无,无,无,2024-11-23 17:43,荣耀X50,67,5,20
P1Ay4wuQA,之前连续四个周末，上海都是阴雨天本周末上海的天气很不错，总算不下雨了上海这两天都是晴到多云天气气温也比较适宜，秋高气爽今晨上海徐家汇最低11℃，郊区6～9℃白天最高温度依然在16℃附近明天也会是一样的天气，云层更厚一些强冷空气正在路上，能达到寒潮级别过程降温幅度将会超过10℃下周一上海锋前增温➕下雨，最高20℃周二上海将开始剧烈降温下周三上海的最高气温会跌破10℃周三白天气温可能只有6℃上下大家要做好防寒准备了#脊梁聊天气# [组图共2张] 原图 ,,"https://ww2.sinaimg.cn/large/56df5c93gy1hvvv3grl59j20xc1ghjxz.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvvv3g7c51j20xc0ow43d.jpg",无,无,2024-11-23 08:23,荣耀X50,23,3,10
P1unV6ljf,最新一期节目，黄圣依这是一不小心又把麦琳气到了吗😂七夕节，麦琳收到了李行亮亲手画的一幅画当礼物🎁她不满意，但以为黄圣依没有礼物收就跑去问黄，你会不会介意杨子没送你礼物…看似是关心实则是在显摆结果黄圣依轻描淡写的说了一句：“他早上就给了我这个，他说这是他在来的时候就选好的”麦琳直接愣住了黄圣依居然收到了一块玉‼️手也拿起来反复看，还感慨三连：“你这个都《贵》💰”“你这个是《最贵》的💰💰”“你的礼物是《最贵重》的💰💰💰”谁懂，麦琳的酸味都要冲出屏幕了😂她本来就不满意李行亮的礼物🎁跑来没礼物的黄圣依这找优越感结果反被打脸，而且黄圣依收到了那么贵礼物，甚至不屑说反观自己，这下内心更加不平衡......杨子应该是看出了麦琳的羡慕吧他补了一句：主要是用心准备了其实话外音是想告诉麦琳✉️李行亮给她画的画也是用了心的但很可惜麦琳不会懂的她只会气😡李行亮的礼物让她丢面了#麦琳以为黄圣依没收到七夕礼物#[查看全部图片/视频] ,,无,无,无,2024-11-22 16:41,荣耀X50,387,11,29
P1qY1utGF,今天上海的天气情况和昨天差不多早晨依旧出现了辐射降温上海徐家汇最低10.3℃除崇明外，郊区全面刷新下半年最低温崇明/青浦最低5.5℃，金山5.7℃今天白天上海晴到多云，最高16℃本周末上海天气总体不错，周日晚转雨🌧寒潮会从下周一开始影响上海下周中期气温较低，周三最高9～10℃上海常年入冬时间在12月5日前后冬天距离我们越来越近了这两天上海空气质量不好大家出门记得戴好口罩#脊梁聊天气#[查看全部图片/视频] ,,无,无,无,2024-11-22 07:59,荣耀X50,9,2,8
P1n64ex99,终于等到11月19日B3咖啡开业的日子店里确实也是写满了B3～感觉回家了（不是）一看价钱也还好咖啡大约在20块左右B3也能买得起的价钱喝B3咖啡～享刮3人生叫上你的La3姐妹一起度过On3的午后吧  [组图共3张] 原图 ,,"https://ww3.sinaimg.cn/large/56df5c93gy1hvu7pith4wj20v912qh6k.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvu7pfkjxej20v91fge35.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvu7pg5rq4j20v90moql9.jpg",无,无,2024-11-21 22:08,荣耀X50,109,16,38
P1kG9fKAr,最近刷到好多琉璃光院受害者都在劝别去，京都最不值得的点2000日元门票还要提前预约一群人对着一张漆面桌子拍呀拍琉璃光院不去：心里痒痒去了：哦 原来这么拍的，是桌子不是地板啊…就，纯拍桌子打卡的景点，有种诈骗的感觉还有一点就是人真的多，门票真的贵蛮多人推荐琉璃光院平替：滋贺的旧竹林院只要300日元门票，不做琉璃光院受害者👊🏻而在脊梁心里佐贺县御船山乐园的景色可比琉璃光院美多了以前每年我都会去御船山乐园好几次3月底看樱花、4月中旬看绣球花4月底看映山红7月看灯光秀、12月看红叶御船山乐园，是一年四季365天都不会让人失望的地方 [组图共12张] 原图 ,,"https://ww4.sinaimg.cn/large/56df5c93gy1hvtwx9l63mj210o0o4465.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtwxa49bdj213z0qok2l.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtwxanelfj20z10mhte1.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtwxb3elzj210o0qvwlt.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtwxbi8smj210o0r40x5.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtwxcmvl6j20u013v4cv.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtwxdl89jj210o0rv109.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtwxe2u82j20u016ywng.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtwxejjzcj210o0qu0z6.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtwxf44f1j20u01mv7e2.jpg,https://ww4.sinaimg.cn/large/56df5c93gy1hvtwxfuh47j20u018vgvm.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtwxggg6vj20u016f48z.jpg",无,无,2024-11-21 15:59,荣耀X50,44,12,15
P1jrbjrK8,现在的上海徐家汇简直就是一个大型胡萝卜痛城胡萝卜含量太太太高了最近出门散步必遇到的五月天今年的上海演唱会在上海体育场连开11场昨天开到第七场，阿信说：“在我们的周边，有我们亲爱的左邻右舍，真的感受到了地震！”#五月天演唱会呼吁歌迷以挥手代替跳跃#因为有媒体报道在距离上海体育馆不远处的汇翠花园小区有人感受到了房屋摇晃情况#五月天演唱会再次引发居民楼地震#脊梁家离上海体育场的距离还算好就是能听到在开演唱会的水平汇翠距离体育场比我们小区更近一点点去年汇翠也有居民反映过这个事情的真是一年一度据汇翠花园小区居民反映尤其是《伤心的人别听慢歌》副歌部分时铝合金窗会强烈抖动并发出金属碰撞声桌面上水瓶里的水也会失去“水平”高速摇摆居民体感上如同房屋在“左右摇晃”汇翠的居民说，主要就是这三首歌：《伤心的人别听慢歌》《派对动物》《离开地球表面》先别离开地球表面了，人快要离开家了这三首歌曲，会感受到三次明显的摇晃专家解释说，这样的异常摇晃疑似是音乐频率与建筑频率共振了一位地震专家说，有相关研究表明当歌曲BPM（每分钟节拍数）在140拍左右时相关音波更容易与生活建筑形成低频共振而居民反映的那三首歌✅《派对动物》的节拍为136✅《伤心的人别听慢歌》的节拍为138✅《离开地球表面》的节拍为138与地震专家的专业推测基本吻合 [组图共9张] 原图 ,,"https://ww3.sinaimg.cn/large/56df5c93gy1hvtrjtf31zj20wr15lkdn.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtrjtr8iyj20lu0qowi8.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtrju486zj20j915kdjv.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtrjummy0j215a0ys4qp.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtrjv0uhpj20gp0k0n2s.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtrjvgoc6j20le0e64ac.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtrjvwap7j20lc0egalj.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtrjxoa5qj24eo3b01l1.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtrjyc0evj20yw0o2woc.jpg",无,无,2024-11-21 12:49,荣耀X50,83,8,17
P1iQttUiz,这几天脊梁办公室姑娘们都在讨论以后难道#卫生巾#也要找代购了卫生巾直接亲肤是最应该做到A类最低也应该是B类标准然而现在居然是以C类标准生产？？还有#24款卫生巾仅2款与标称长度一致#用烂棉花导致过敏长痘的ABC的客服回复，也堪称教科书级的反面客服表示1—2厘米属于正常误差“如果觉得接受不了可以不买”又不是只有你一家做卫生巾不知道在傲慢什么东西啊但，目前居然一个出来接泼天富贵的厂家都！没！有！我是觉得生活必须用品就别弄那些虚头巴脑的东西了安全 舒适肯定是第一位啊脊梁选品就都是自己用过吃过的 [组图共6张] 原图 ,,"https://ww4.sinaimg.cn/large/56df5c93gy1hvtoxrnt09j20v91gw14z.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtoxs88tpj20p019ydn1.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtoxssg4jj20q019e46a.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtoxtcuc2j20q7137na3.jpg,https://ww4.sinaimg.cn/large/56df5c93gy1hvtoxtvm1aj20p810v149.jpg,https://ww4.sinaimg.cn/large/56df5c93gy1hvtoxuadjkj20qo0j8mxy.jpg",无,无,2024-11-21 11:19,荣耀X50,15,10,10
P1iNBdAGe,上海这段时间就是大降温的节奏早出晚归的打工人真的感觉到寒意了🥶11月底最高温度还要跌到个位数天气冷了就很想泡个汤放松下啊大家记得囤几张大江户温泉票⛲脊梁争取到了全网最低价‼️♨️大江户温泉物语（大场店）超值团某点评成人98，我们只要79✅ 一大一小更划算‼️只需95👨👦多个汤池泡到你过瘾性价比爆表⌚️进入场馆给你一秒穿越到东京的快乐😆舒舒服服泡完汤出来♨️这里还有超大的休息区和休闲区唱歌游戏娃娃机！一次玩个够😁美食广场有百余种日式小食🍱🍵还有榻榻米区可以喝茶聊天仿佛日式温泉游乐园，吃喝玩乐全都有是宅上一整天也不会觉得无聊的地方📢节假日通用，无需预约‼️门票为纸质票 🎫 下单后快递发货⏰有效期到2025年3月31日 [组图共9张] 原图 ,,"https://ww2.sinaimg.cn/large/56df5c93gy1hvtopq9imej20hi0w4wpi.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtopquttvj20sg1ejwts.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtoprq65zj20sg1fcqh1.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtopsaloxj20hs1bcn78.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvtopvdi5mj20sg1i3n72.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvtopwpv56j20sg2ojaue.jpg,https://ww4.sinaimg.cn/large/56df5c93gy1hvtopxe2pcj20u01mdgyo.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtopzn7rmj20sg3a5kjl.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvtoq07q3jj20sg109aj7.jpg",无,无,2024-11-21 11:12,荣耀X50,16,1,4
P1ig3039j,孙燕姿演唱会要来了，又在家门口开孙燕姿应该是85后的歌迷居多吧大学有个室友迷她迷得不要不要的#孙燕姿上海站获批#  原图 ,,https://wx1.sinaimg.cn/large/56df5c93gy1hvtmas250lj20nd0ugwjw.jpg,无,无,2024-11-21 09:49,荣耀X50,37,3,19
P1ickvTvR,昨天夜里上海总算云开了今晨辐射降温猛烈，全面跌破10℃徐家汇最低9.7℃创下半年新低崇明5.3℃/青浦6.3℃/嘉定6.8℃自动站里崇明庙镇跌到了3.6℃今天上海晴天，白天15～16℃，体感阴冷本周末上海天气还算可以，基本无雨周日下午才开始转为阴雨天下周有一股寒潮影响我国上海下周二开始剧烈降温周三的最高温度可能来到个位数#脊梁聊天气#[查看全部图片/视频] ,,无,无,无,2024-11-21 09:40,荣耀X50,3,2,1
P1hsLmd3O,昨天夜里上海总算云开了今晨辐射降温猛烈，全面跌破10℃徐家汇最低9.7℃创下半年新低崇明5.3℃/青浦6.3℃/嘉定6.8℃自动站里崇明庙镇跌到了3.6℃今天上海晴天，白天15～16℃，体感阴冷本周末上海天气还算可以，基本无雨周日下午才开始转为阴雨天下周有一股寒潮影响我国上海下周二开始剧烈降温周三的最高温度可能来到个位数#脊梁聊天气# 原图 ,,https://wx1.sinaimg.cn/large/56df5c93gy1hvtiqrmzxdj20xc1gxagq.jpg,无,无,2024-11-21 07:48,荣耀X50,13,3,3
P1dB97i0H,百雀羚今天一早被推上风口浪尖但是局面很快反转上海药监局调查完了百雀羚不存在违规行为国民老品牌招谁惹谁了？是谁在搞百雀羚呢#市药监局认定百雀羚不存在违规行为#  [组图共3张] 原图 ,,"https://ww4.sinaimg.cn/large/56df5c93gy1hvt1qh2utrj20xc1aswir.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvt1qglyrnj20xc1h3gwj.jpg,https://ww4.sinaimg.cn/large/56df5c93gy1hvt1qhhdxvj20xc1f6n5c.jpg",无,无,2024-11-20 21:57,荣耀X50,609,37,30
P1d4adoB1,自从今年阳澄湖大闸蟹上市以来脊梁就在后台收到好多私信✉️问我全公蟹什么时候上线❓俗话说九雌十雄，但今年天气异常☀️大闸蟹成熟比往年晚了半个月11月前半个月，公蟹达到发货标准的不太多随着这两天强冷空气南下❄咱们公蟹总算🎉开启高光时刻啦‼️公蟹的蟹膏，真的是爱的人很爱很爱很爱脊梁这种唯爱母蟹的人理解不了10月底脊梁上架了大闸蟹🦀公母组合虽然当时公蟹的膏还没完全形成也有不少粉丝已经入坑了😋现在大闸蟹公蟹正式进入最佳赏味期‼️膏养得又肥又厚，饱满到糊嗓子的状态唯爱糊嘴蟹膏的朋友可以闭眼入了👀蟹膏洁白如玉，又略带微黄宛如凝脂一般，细腻而丰腴初时口感绵密软糯，继而那醇厚的香味瞬间在味蕾间绽放，蟹膏的鲜香与甘甜完美融合公蟹个头更大，吃肉也更过瘾！所以基本都会比母蟹单价更高外加今年不可控的天气因素精品公蟹的数量真的很少💔我们的蟹农需要筛选三遍才发货淘汰的公蟹占比在6成以上✅即便如此，脊梁还是选择让利💰给大家争取了公蟹上新限时活动🧧下单即可9.9低价换购3两母蟹1只目前是大闸蟹全盛期💥💥💥公蟹和母蟹的品质都最佳~万里挑一的特大级蟹也少量上架大家且吃且珍惜啊🤤🤤🤤[查看全部图片/视频] ,,无,无,无,2024-11-20 20:36,荣耀X50,183,21,47
P1aaq2fd8,大家还记得2022年底脊梁刚做团购时爆卖3000多单💥提前三个月摘秃果园让大家念念不忘的融安金桔吗❓📢时隔一年！我们的金桔总算回归了还是升级版【第三代脆蜜金桔🍊】绝对颠覆你对金桔的传统印象🤩纯甜无酸不麻嘴，不用吐皮直接吃其实脊梁半个月前就收到寄样了但一直拖到今天才开团‼️就是为了等果子糖分沉淀充分口感达到去年开团水准🍊目前进入了融安金桔的最佳赏味期我们实测甜度超过2⃣4⃣哦脆蜜的挂果率低，种植难度大💔十分娇贵，但口感绝对金桔界王者🥇去年上市就惊艳了所有人，好评如潮个头堪比鸡蛋🥚的超级大果🤩果皮薄而无渣，多汁甘甜🍊绝对没有“酸、麻、硬、涩”纯粹的更大！更甜！更好吃😍脊梁严选融安核心产区里的一流果园✅获得过广西融安当地金桔比赛金奖🏅比市面上其他金桔熟度更高🔝化渣率更好，皮更软，糖度也更高~收货到手就是最佳品尝时刻哦~脊梁推荐特大果，吃起来真的超过瘾😍 [组图共9张] 原图 ,,"https://ww1.sinaimg.cn/large/56df5c93gy1hvsmmcip4qj20hi0w4k2b.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvsmmcwnk2j20zj1beajf.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvsmmdwbfsg20zk0k0b2c.gif,https://ww3.sinaimg.cn/large/56df5c93gy1hvsmme9ca3j20sg1790zw.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvsmmfw1gmj20sg2e8wpg.jpg,https://ww3.sinaimg.cn/large/56df5c93gy1hvsmmekdm1j20n00qmdld.jpg,https://ww4.sinaimg.cn/large/56df5c93gy1hvsmmewe8nj20zk1c2dtb.jpg,https://ww2.sinaimg.cn/large/56df5c93gy1hvsmmf76qnj20u0140n2i.jpg,https://ww1.sinaimg.cn/large/56df5c93gy1hvsmmfjouzj20zk1ben9j.jpg",无,无,2024-11-20 13:13,荣耀X50,242,34,65
P18cZtgjB,上海的云层比预期要厚，所以没有辐射降温今晨上海徐家汇最低13℃崇明和金山跌破10℃，金山只有8.2℃今天上海依旧是多云天气为主，不会下雨白天最高气温略有回升，16℃上下明天预计上海可以放晴了辐射降温下～早晨气温也会下降到本轮最低市区10℃，郊区全面跌破10℃这几天上海都不下雨，可以在今天洗晒#脊梁聊天气#[查看全部图片/视频] ,,无,无,无,2024-11-20 08:14,荣耀X50,23,3,7
P148jtMNP,来看看现在阳澄湖大闸蟹公蟹的状态这两天南下的强冷空气让公蟹正式进入最佳赏味期所以，明天全公蟹会正式上架跟着脊梁在对的时间吃对的螃蟹🦀脊梁周末会在大闸蟹快闪群里发红包本次下单的朋友有机会get免单～绝无暗箱‼️赶紧进群‼️ [查看全部图片/视频] ,,无,无,无,2024-11-19 21:52,荣耀X50,56,2,13
