id,user_id,screen_name,text,created_at,article_url,at_users,attitudes_count,comments_count,ip,location,reposts_count,retweet_id,source,topics,user_authentication
5.11E+15,1821654527,小乌龟Bailey,不是很喜欢佩戴黄金的人。但这两年来，一直左手腕戴一根蹦迪手链，脖颈上小方糖锁骨链也没换过。右手是一条蓝松石小钻�古董手链。因为这套蹦迪小黄金是天津男在他并不富裕的时候，送我的节日礼物。那种收到时有一点心疼的珍惜，至今记忆犹新。某天我告诉天津男我在网上这么写过，他说:"更正下，根本是从来木有富裕过。"虽说已经11年之久，我却越来越觉得两颗❤️在日久天长中相知相融，而不是俗世常规的相看两厌。这种感知浓重到我总想要记录点什么，为了每一段我们共度的时光。我至今记得初见他那天，以及两个月后第一次拥吻到他的气息与体温。隔着11年，依然清晰如昨。对他的一见钟情和如愿相悦让我终于明白自己真正想要的是什么，是怎样的伴侣，怎样的身体发肤及眉眼神韵。想起我15岁时喜欢一个哥哥，清秀、俊朗的美院艺术生。那是最初对我异性审美的定性。每次他来我家，都超级开心能和他有共处交谈的时间。可我当年只是个不好看又毫无亮点的小女孩，哥哥当然不可能喜欢我。所以而立之年遇见天津男，内心不免小小震惊了一下。他和少女时期的哥哥完全是两个气质两种人，但要说相似之处也不是没有：都是那种睫毛纤长明眸善睐的少年感，带着如☁️般的捉摸不定和男性荷尔蒙的暧昧。第二次见面是在离我爸家5分钟的凡人咖啡酒馆。我穿的轻薄灰绿色波点连衣裙+8厘米高跟鞋，背一个多年后转手二奢卖了几千块的lv真皮压花speedy。他抽了好几根�，和我说了好多话。然后我只说了一句：你可不可以抱我一下？东亚女孩惯有的不配得感，让我接收这段感情时，20%的惶恐直接被80%惊喜冲没。纵然天津男不过一介普通男子，但是一见钟情又能双向奔赴的剧情，我的前半生里从未有幸拥有过。上一次婚姻，我就是个被权衡利弊的选择。就像县城摆酒是婆家用来收割回礼的工具。身为工具人我站在台上，心里清楚地对自己说：我不愿意，这不是我真正想嫁的人。因此公司安排群体培训外出那几天，他对我说我们做个约定吧，下次再见面你就，给我好吗？当晚我的所有矜持统统不要了。那一刻，我知道并非他诱惑了我，而是我得到了他。他还是个很温柔的人。长久相处下来，慢慢发现他不是只有身体让我可图。偶尔吵架我去沙发睡，半夜他醒来一定拉着我回房间。说看不到我心都空了。几乎每年他都会复盘第三次见面我穿了怎样的衣服，说总想起十分江南水乡的样子袅袅走来，他此生不忘。11年前我们最爱拎着啤酒和锐澳去西湖边，占个长椅有谈不完的心。他会拆开细说我那破工作上的琐事，如何人情世故一一破解。我把脸埋在他颈间，那年的湖光月夜，海誓山盟，还有他的温度都还像上个月、上星期的景色。不曾一点点模糊冷却过。很多男人其实是见不得女人好的。如果自己不够好也要把对方拖下深渊。但他不这样。他鼓励陪伴我去做一切想做的事，包括上私教，整容，追星这些烧钱系列。然后夸我现在是倒三角，duangduang臀，练的真不错～甚至这么一个壮汉，不但给我做水煮菜肉，还乐此不疲地陪我吃这种正常男人见了要骂的食物。每次跟我对酌喝兴奋了，他都有倾诉不完的情感。最后浓缩成一句总结：总之我希望你，永远过得比我好。他也永远追随着我的爱好。平常聊天他老爱说：我奏耐听媳妇儿讲话，每一句都戳点上。还得是南蛮子，不像北方人那墨迹，喝酒喝吐聊不出一句正题。我爱看书，于是这位从来不看书，家里没一本书的粗汉竟然开始买书看起来了我喜欢张钰琪，于是二话不说订酒店去福州音乐节一切的安排。我爱爬山，他一个月带我去了两次蓟州。长城，盘山，登上天津最高峰九山顶，他写下了我们的名字。前阵瑞士卷�了，好多女的玩这个梗测老公。我多少有点不屑的，因为根本无需测。一来我不吃瑞士卷，二来任何一款新买的好吃的，他拆开第一口必定先叫我吃，哪怕他蛾子我蛾子在场。就算点个外卖土豆牛肉饭，他都只吃饭和土豆，里面的牛肉全部留着给我。生活中我是个很大条的人，我用的充电宝，运动手表，运动毛巾全是他挑选购买。现在护肤品都是他直播间买好发过来的。反正消费降级我大头留着做医美，本身皮肤也挺好就随便用了他说"以前不理解你为毛洗个头还要热毛巾包发膜这么麻烦，现在懂了，沙发确实好难打理的”。说完把我在他家的洗发水发膜换成了沙发专用的。甚至连床上都很用心，多数时间使尽解数让我先gc。我去天津，能吃到最好的金钱腱，半个手那么大的海虾吃到饱。说实话我本身不注重小节又不做饭，这种食材我一个人时是吃不到的。天津男知道我需要优质蛋白，他买给我吃了。人应该知恩感恩，而不是高高在上认为不过是廉价的感动。2015年我离婚前夕，父母怒火中烧却无可奈何。他们阻拦不了我去天津，唯一能做只是给我上海的大堂弟(吴家所有人最喜欢看重的后代，和我关系也很好)发短信：吴贝利大逆不道丧尽天良，不听父母劝告，不顾老公孩子，跑去天津和别人通jian，我们做父母的眼看着她一错再错，唯有在心里泣血。。。可极有主见，自由自私如我，怎么可能接受道德约束亦或他人控制呢？离婚后头一次过年，我径自带天津男去吴家晚宴。他说"放心我不会给你丢面子哒"一边把头发吹了老高。他做销售多年，北方人又会来事儿，我妈便只好举起杯子装装样子。我分明看见她撇眼偷看了天津男好几下。她太清楚我小时候喜欢怎样的男生而不得了。我心想她会不会也在想：吴贝利这兜了好大一圈子，到底还是找了差不多这类的男的。我们在一起毕竟是婚内，被拆穿后不可避免发生了不愉快的往事。我这样一个拿的起放的下，被我哥们评价有个goldenmerit就是不是她的她不要。却还是在分开两个月后，他重新想要找回我的时候，他出现一秒我就乱了方寸百转千回。世上只有一种关系——前世宿缘般的命中注定，到最后无论如何都会被原谅，都会重归于好。最近我一直在想，爱情的意义是什么。繁华盛世的年代，人们被纸醉金迷花天酒地蒙住心迷了眼。只有朋友圈晒几千上万的转账，时不时的奢侈品�和99朵玫瑰，马尔代夫的亲密合影这些具象化，才配是为人称道的爱情。可花无百日红，经济下行周期还是来了。当爱情不再是锦上添花，时代的春梦烟尽浮华，我们才更能实实在在感知到，爱是长年累月的陪伴不厌倦，是处处顾ta周全，事事为ta着想。是举步维艰时万幸有彼此，是平淡日子里的两人三餐四季，是我再也不会羡慕别人的朋友圈。因为他用了11年让我明确：重金虽好，真情难得。(我一介凡人，不是精英也没有社交。所以平生见过的男性大致分两类：有性张力平头正脸不老气的，和多数圆头大脸胖身子、面目雷同的。最初就是公司上传的这张照片，让我一见钟情��),2024/11/27 22:04,,,30,22,浙江,,1,,iPhone客户端,,普通用户
5.11E+15,7463796876,剪烊毛,#华为智慧屏V5Max110##尊界尊嘟好尊#才不管8个瑞士卷怎么分！到我这就只想拿下专属于自己的华为智慧屏110~颜值性能妥妥有可，太幸福了吧,2024/11/26 22:53,,,0,0,福建,,0,,nova9Pro精彩由我摄定,"华为智慧屏V5Max110,尊界尊嘟好尊",黄V
5.11E+15,6535453129,放个臭屁子,八个瑞士卷我吃八个！#瑞士卷怎么分#,2024/11/27 21:26,,,0,0,浙江,,0,,iPhone客户端,瑞士卷怎么分,普通用户
5.11E+15,2182571217,多余的鱼-yu,8个瑞士卷怎么分？不用分，因为全是我的！,2024/11/26 22:07,,,0,0,四川,,0,,HUAWEI Mate 50,,普通用户
5.11E+15,7867258850,来支猫条,看到狐老师提瑞士卷那个，突然想到如果猫直接用原梗去问的话�：“8个瑞士卷，你我还有两个孩子，怎么分”�：“两个孩子？我们的吗？”�：“你就当是吧，不对，重点不是孩子！”�：“噢，你想吃瑞士卷了吗？我去给你买”�：“不是...”�起身�：“你干嘛，我不吃瑞士卷”�：“润滑剂不多了，我去拿瓶新的”�：“啊？”�：“先把孩子造出来”�（准备开溜）�（一把拽回）bedending~,2024/11/27 21:22,,,11,5,江苏,,0,,快乐星球永久居民,,红V
5.11E+15,1682207150,南方日报,#谨防算法变成舆论操盘手#【谨防算法变成“舆论操盘手”｜算法应用思与辨②】“提升榜单透明度，打击操纵榜单行为。”日前，四部门联合发布《关于开展“清朗·网络平台算法典型问题治理”专项行动的通知》（下称《通知》），聚焦社会关切，向违规操纵干预榜单炒作热点等重点问题“亮剑”，得到广大网友力挺。“8个瑞士卷怎么分？”“00后宁愿摆摊也不想上班”“秦朗寒假作业丢巴黎”“33岁女子饿死在出租屋”……近年来，一些流量很大但意义不大，甚至虚假有害的话题充斥着热搜榜，成为人民群众反映强烈的问题。这背后，号称“中立”的算法，很可能正是“舆论操盘手”：有的信息未加审核话题以偏概全、以假乱真，煽动对立情绪；有的扎堆推荐恶性案件、灾难事故等负面信息，诱发社会恐慌；有的片面追求流量，大肆炒作娱乐八卦、低俗恶俗等有悖社会主义核心价值观内容；甚至还有的放任有组织地炒作、助推上升热度，损害企业合法权益……屏蔽信息、过度推荐、操纵榜单、干预热搜……凡此种种，不仅制造虚假热点，浪费公共资源，也深刻影响着正常的传播秩序、市场秩序和社会秩序，更给维护意识形态安全、社会公平公正和网民合法权益带来挑战。O网页链接,2024/11/26 20:56,,,3,0,,,0,,微博网页版,谨防算法变成舆论操盘手,蓝V
5.11E+15,3085055131,shellyaoo,八个瑞士卷怎么分呢,2024/11/27 21:19,,,1,0,山东,,0,,iPhone客户端,,普通用户
5.11E+15,5235025722,有马佳麦麦_,#静不住的诱惑#瑞士卷怎么分答案是：只买一个,2024/11/26 20:26,,,2,0,辽宁,,0,,iPhone客户端,静不住的诱惑,普通用户
5.11E+15,3309059765,莲花落吴伟泉,#我的微博日常##瑞士卷怎么分#手敲小锣叮叮叮，今天唱点啥新闻。如果有个人，问你瑞士卷怎么分，怎么答复才能得人心？生活中，日久见人心，互相多关心，怎么分，其实无标准，怕只怕，网络发酵事失真，所以是，碰到事情千万千万要理性，免得是，小事变成了大舆情。L莲花落吴伟泉的微博视频,2024/11/26 20:18,,,0,0,浙江,,0,,微博视频号,"我的微博日常,瑞士卷怎么分",黄V
5.10E+15,2680915954,安泽Anzeeeeee,当你开始嫌弃现生没网感的时候，你就知道你这辈子快交不到朋友只能交到网友了，完蛋了,2024/11/25 0:34,,,607,36,,,50,,逃离iPhone 12,,
5.11E+15,7530193640,青脆蓝莓,今天在工位听见他们讨论八块瑞士卷该怎么分的时候我就…//@我在蓝桥驿没空想你://@只喜欢帅的_3:现生都各有各的土,2024/11/26 20:15,,"我在蓝桥驿没空想你,只喜欢帅的_3",607,4,湖南,,0,5.10E+15,,,普通用户
5.11E+15,6618161581,杨萧珂的微博,���当我在焦绿八个瑞士卷怎么分主任把三个瑞士卷分了我一个这算不算爱的具象化,2024/11/26 19:56,,,0,0,山西,,0,,一加11 行星发动机,,普通用户
5.11E+15,2026873597,长春点哥,家有儿女早就告诉大家瑞士卷怎么分了。,2024/11/26 19:39,,,6,2,吉林,,0,,,,金V
5.10E+15,1963432137,咱颜如玉,不儿，我的意思是我喜欢《好东西》，我不推荐给男人是不想把这么好玩的作品当做“八个瑞士卷怎么分”，来等待着男人的态度，我不需要他们的评价他们的态度，我不需要知道。,2024/11/25 23:46,,,0,0,陕西,,0,,坚果 Pro 3,,普通用户
5.11E+15,6527720100,luluorz-,两个瑞士卷怎么分？,2024/11/26 19:30,,,2,6,山东,,0,,iPhone客户端,,普通用户
5.10E+15,7685424786,张夕夕啦_,山高鹭沅超话八个瑞士卷怎么分？看看二哥怎么说~专栏·山高鹭沅,2024/11/25 22:14,,,37,3,贵州,,0,,山高鹭沅超话,,普通用户
5.10E+15,5660614846,dong董gnob,#生活手记#甜品！自由！榴莲！自由！（瑞士卷怎么都够分啦）小鹦鹉的颜色变得越来越靓啦，下次会解锁一个什么颜色的皮肤呢狗子最近总是一脸严肃，年纪大了开始思考狗生了吗�打卡收藏了好久的美芝盒披萨里放的肉馅也是惊了。不过味道还是很�的南京超级快乐的吃吃喝喝玩乐时光终于发粗来了，和姐妹们在一起就是无！敌！开！心！（在南京吃了南京大牌档。在深夜高铁上吃到了安总投喂的蚌埠烧饼里脊和奶茶）小董扭扭棒第二作出品，除了蝴蝶结颜色不太对，仿佛，还能看？,2024/11/25 21:37,,,10,4,天津,,0,,HUAWEI Pura 70 Pro+,生活手记,普通用户
5.10E+15,7768519304,脑袋嘎了,一个瑞士卷互关怎么分还有胡萝卜蛋糕这个互关们自己吃哈,2024/11/25 20:39,,,79,99,广东,,0,,iPhone客户端,,黄V
5.10E+15,6522853996,小施小施若有所思,#瑞士卷吃几个#山姆瑞士卷，16个想怎么分就怎么分：老公吃两个，剩下都是我的,2024/11/24 23:06,,,1,0,浙江,,0,,iPhone客户端,瑞士卷吃几个,普通用户
5.10E+15,7766687364,八中恋爱基地,105tg捡到了一部手机，在讨论怎么分瑞士卷,2024/11/25 20:04,,,98,28,山东,,8,,iPhone客户端,,普通用户
5.10E+15,6283980118,阿宁很优秀_,瑞士卷怎么分？,2024/11/24 21:59,,,5,9,辽宁,,0,,iPhone 15 Pro,,金V
5.10E+15,6206010585,图图妈俺是牛爷爷,之前那个瑞士卷的事，我非常讨厌看到一些女性去问自己男朋友这个东西对方怎么分。我觉得这就是在把分配权交给对方，凭什么一段关系里的权力都在男方那里呢？每每看到这种帖子我都无名火起，想把发帖人和她对象一拳捶爆。,2024/11/25 20:03,,,2,0,广东,,0,,,,普通用户
5.10E+15,7791233036,姚山竹,#吃#江苏苏州。也许是第一次吃瑞士卷。前段时间有个博主的老婆拍视频，问他老公8个瑞士卷怎么分（他们家两个孩子，总共4口人）。他的回答是8个全留给他老婆，自己带着俩孩子找地方跳下去，然后老婆吃8个瑞士卷吃撑死了，最后全家灭门……你还真别说，我吃两个瑞士卷已经感到撑了。据说当年杜甫就是吃太多撑死了。吃8个瑞士卷啊，估计真的会撑死。进入主题。瑞士卷算下来5块钱一个，中间看起来硬的部分是冰淇淋。棕黑色是巧克力味的，偏甜，里面有巧克力块，巧克力块没之前余老板送的巧克力好吃。灰黄色的有咖啡味，甜度适中。整体普通货色。,2024/11/24 21:56,,,0,0,江苏,,0,,,吃,普通用户
5.10E+15,6524697382,四川观察新闻眼,【媒体评：#羊毛月薅粉丝的羊毛给自己当底气#】#羊毛月离了凡尔赛也能好好说话#近日，“前”800万粉丝网红博主“羊毛月”因发布一则吐槽年轻人找工作难的视频，引发轩然大波。一句“00后不是整顿职场吗？怎么职场都进不去呢？”让“800万粉丝网红”没了“800万粉丝”。作为自媒体领域的创作者，羊毛月曾主打的人设就是“沉浸式凡尔赛”，利用北大毕业生的身份营造反差感。他通过“城市盲盒”系列旅行视频，迅速在短视频平台走红并积累粉丝。在其翻车后，不少网友开始深挖他过往言论，一个简历漂亮、生活优渥的“牙尖”博主，正是他视频为他塑造的人设，所以沿着这个人设路径，他将其解释为“想为找不到工作的粉丝帮忙”的好心视频变成了一条居高临下，“何不食肉糜”的俯视就不足为奇了。毕竟在他曾经的视频中，想要学好怎么拍摄抖音的爷爷奶奶在他看来也是做无用功，“他们无论如何努力点赞也不会有我的多”。他依靠这样的“傲慢式幽默”走红，也顺着这条傲慢之路坠落。因为他以为攻击那些学历优渥却在短视频表达找不到工作的博主们是“击破焦虑”。依靠自己凡尔赛的人设，他的“粉丝”会在评论区一边崇拜一边留言“哥哥帮我”。而现实是，他就是慨他人之康，指望那些为了生活、工作拼搏的年轻人一边仰视一边自嘲。让每一个为未来担忧、焦虑迷茫的人从一个深潭落入另一个谷底。顺便为他报价35万的60秒视频出一分力。虽然羊毛月已经删除了这条视频，并发视频道歉，但是这场风波还在继续。一夜之间，他已经掉粉超22万。无论是博主和平台，都应摒弃万般皆下品，唯有流量高。正视严肃的社会问题，如果真的想要利用自己的粉丝影响力和网络话语权帮助粉丝，不必沿用人设那套表达，从道歉视频里看起来羊毛月离开凡尔赛也能好好说话。网友们既要“如人饮水冷暖自知”地在职场摸爬滚打，还要在互联网接受一边博主扩大焦虑，再接受另一边博主的冷嘲热讽。羊毛月翻车的背后，短视频平台应该承担起自己应尽的责任。从“瑞士卷应该怎么分”到“一家4口只有我没有医保”，短视频平台利用一些真实性无从考究，但却直指社会矛盾和社会焦虑的视频收割着一波又一波“流量”的羊毛，羊毛月自述发布视频的由头也是因为频繁刷到“0offer”视频，这样让人焦虑的“信息茧房”也正是平台算法应该调整和改进的部分。近日，中央网信办等四部门联合发布《关于开展“清朗·网络平台算法典型问题治理”专项行动的通知》，进一步深化互联网信息服务算法综合治理。专项行动自即日起至2025年2月14日开展。其中就有深入整治“信息茧房”、诱导沉迷问题。其中要求，严禁推送高度同质化内容诱导用户沉迷。不得强制要求用户选择兴趣标签，不得将违法和不良信息记入用户标签并据以推送信息，不得超范围收集用户个人信息用于内容推送。短视频平台用户不能既被博主“薅了流量的羊毛”，还要被另一波博主嘲讽“羊毛被刮有多可笑”。,2024/11/25 18:33,,,0,0,,,0,,微博云剪,"羊毛月薅粉丝的羊毛给自己当底气,羊毛月离了凡尔赛也能好好说话",蓝V
5.10E+15,1266269835,新浪音乐,#时代少年团7折叠#时代少年团演唱会现场表演7折叠，太有梗了L新浪音乐的微博视频,2024/11/24 19:36,,,7416,174,,,485,,微博视频号,时代少年团7折叠,
5.10E+15,7082092552,炸到小Y啦,这瑞士卷怎么分当然是我一个人吃完,2024/11/24 21:41,,,7416,0,江西,,0,5.10E+15,yyy的iPhone客户端,,黄V
5.10E+15,3203137375,四川观察,【媒体评：#羊毛月薅粉丝的羊毛给自己当底气#】#羊毛月离了凡尔赛也能好好说话#近日，“前”800万粉丝网红博主“羊毛月”因发布一则吐槽年轻人找工作难的视频，引发轩然大波。一句“00后不是整顿职场吗？怎么职场都进不去呢？”让“800万粉丝网红”没了“800万粉丝”。作为自媒体领域的创作者，羊毛月曾主打的人设就是“沉浸式凡尔赛”，利用北大毕业生的身份营造反差感。他通过“城市盲盒”系列旅行视频，迅速在短视频平台走红并积累粉丝。在其翻车后，不少网友开始深挖他过往言论，一个简历漂亮、生活优渥的“牙尖”博主，正是他视频为他塑造的人设，所以沿着这个人设路径，他将其解释为“想为找不到工作的粉丝帮忙”的好心视频变成了一条居高临下，“何不食肉糜”的俯视就不足为奇了。毕竟在他曾经的视频中，想要学好怎么拍摄抖音的爷爷奶奶在他看来也是做无用功，“他们无论如何努力点赞也不会有我的多”。他依靠这样的“傲慢式幽默”走红，也顺着这条傲慢之路坠落。因为他以为攻击那些学历优渥却在短视频表达找不到工作的博主们是“击破焦虑”。依靠自己凡尔赛的人设，他的“粉丝”会在评论区一边崇拜一边留言“哥哥帮我”。而现实是，他就是慨他人之康，指望那些为了生活、工作拼搏的年轻人一边仰视一边自嘲。让每一个为未来担忧、焦虑迷茫的人从一个深潭落入另一个谷底。顺便为他报价35万的60秒视频出一分力。虽然羊毛月已经删除了这条视频，并发视频道歉，但是这场风波还在继续。一夜之间，他已经掉粉超22万。无论是博主和平台，都应摒弃万般皆下品，唯有流量高。正视严肃的社会问题，如果真的想要利用自己的粉丝影响力和网络话语权帮助粉丝，不必沿用人设那套表达，从道歉视频里看起来羊毛月离开凡尔赛也能好好说话。网友们既要“如人饮水冷暖自知”地在职场摸爬滚打，还要在互联网接受一边博主扩大焦虑，再接受另一边博主的冷嘲热讽。羊毛月翻车的背后，短视频平台应该承担起自己应尽的责任。从“瑞士卷应该怎么分”到“一家4口只有我没有医保”，短视频平台利用一些真实性无从考究，但却直指社会矛盾和社会焦虑的视频收割着一波又一波“流量”的羊毛，羊毛月自述发布视频的由头也是因为频繁刷到“0offer”视频，这样让人焦虑的“信息茧房”也正是平台算法应该调整和改进的部分。近日，中央网信办等四部门联合发布《关于开展“清朗·网络平台算法典型问题治理”专项行动的通知》，进一步深化互联网信息服务算法综合治理。专项行动自即日起至2025年2月14日开展。其中就有深入整治“信息茧房”、诱导沉迷问题。其中要求，严禁推送高度同质化内容诱导用户沉迷。不得强制要求用户选择兴趣标签，不得将违法和不良信息记入用户标签并据以推送信息，不得超范围收集用户个人信息用于内容推送。短视频平台用户不能既被博主“薅了流量的羊毛”，还要被另一波博主嘲讽“羊毛被刮有多可笑”。,2024/11/25 18:14,,,3608,209,,,230,,微博网页版,"羊毛月薅粉丝的羊毛给自己当底气,羊毛月离了凡尔赛也能好好说话",蓝V
5.10E+15,5806096483,热爱生活的小仙女吧啦吧啦,想吃多少吃多少的瑞士卷#瑞士卷怎么分#,2024/11/24 21:01,,,1,2,河北,,0,,OPPO Find X7 Ultra,瑞士卷怎么分,普通用户
5.10E+15,5693724270,-sevensix76-,八个瑞士卷怎么分,2024/11/25 17:54,,,1,1,河北,,0,,HUAWEI P40 Pro 5G,,普通用户
5.10E+15,7579535313,珂少,一块瑞士卷怎么分？,2024/11/24 21:01,,,0,0,湖北,,0,,iPhone客户端,,黄V
5.10E+15,7839486202,再闯江湖的皮卡Pika,家家有盒瑞士卷要吃突然发现问题被糊弄过去了～#瑞士卷怎么分#L要长胖点的皮卡Pika的微博视频,2024/11/23 23:10,,,0,0,浙江,,0,,微博视频号,瑞士卷怎么分,普通用户
5.10E+15,7793073164,L凌ing_,张凌赫超话你有八个瑞士卷你怎么分@张凌赫z,2024/11/25 17:23,,张凌赫z,0,0,陕西,,0,,张凌赫超话,,黄V
5.10E+15,5991138777,茉茉妈咪呀,买了5个瑞士卷，问我宝贝怎么分她说:爸爸2个我说剩下的3个了？她说:妈妈2个，我1个咱就是主打轻松拿捏��送分题,2024/11/24 20:12,,,0,0,江苏,,0,,荣耀80 5G,,普通用户
5.10E+15,7690392546,oooo_ccccz,这个世界就是一个巨大的瑞士卷有的人分到了瑞士有的人分到了卷#瑞士卷怎么分#,2024/11/23 23:09,,,1,0,内蒙古,,0,,iPhone客户端,瑞士卷怎么分,普通用户
5.10E+15,6253871923,晓與皮卡丘_,感觉这周过得好快瞬间又到月底了P1-4:为了明天的体检出去吃饭都开始健康起来了P5-7:中午能回家自己搞饭吃还是挺爽P8:问题来了瑞士卷和碱水面包怎么分哈哈哈P9:我真的好喜欢在盒马买果切诶P10:也是为了体检瑞幸只敢喝牛奶P11:最近几天被阿帕次洗脑了还有纸盒的女团舞P12:拼到这发现少了零件我真服了P13:拍立得已经安排上啦希望成都之旅尘埃落定P14:看出来年底了公司发了速效救心丸P15:真巧每次都是十一点开始结束语音呢明天体检顺利�下月成都之旅也顺顺顺�,2024/11/24 20:01,,,5,0,山东,,0,,iPhone 13,,普通用户
5.10E+15,2235973174,亦葵,体重上100，好像并不冤枉。八个瑞士卷怎么分，我五个，剩下三个我们三个人一人一个。�,2024/11/23 23:06,,,2,0,四川,,0,,iPhone客户端,,普通用户
5.10E+15,6333591609,多云转晴7iun_,一个瑞士卷怎么分之我可以全吃掉上班突然收到违停信息慌慌张张回家挪车同事送的奶茶八宝粥一杯喝到下班,2024/11/24 19:25,,,9,0,山西,,0,,iPhone客户端,,普通用户
5.10E+15,2311036984,新希望雪兰牛奶,如果送你8瓶初心，你会怎么分？#初心酸奶##喝奶好时光##瑞士卷怎么分#,2024/11/23 22:21,,,0,0,云南,,0,,天天喝奶的Android,"初心酸奶,喝奶好时光,瑞士卷怎么分",蓝V
5.10E+15,2985498991,呼凤凤儿,问：瑞士卷怎么分答：你自己吃吧我减肥。我：？？？,2024/11/22 23:00,,,7,3,北京,,0,,iPhone客户端,,普通用户
5.10E+15,7587592318,体面的strong姐,如果我有八个瑞士卷怎么分？都是我的！,2024/11/24 19:21,,,5,2,北京,,0,,HUAWEI Mate 60 Pro+,,普通用户
5.10E+15,5935818728,我可能前世是条蛇,8个瑞士卷怎么分？我半个就够了,2024/11/23 22:19,,,0,6,山东,,0,,iPhone客户端,,普通用户
5.10E+15,6576773585,小許不爱吃米饭,六个瑞士卷怎么分我俩一人三个崽崽还小吃不了甜食�哈哈哈~,2024/11/22 22:57,,,9,0,甘肃,,0,,iPhone客户端,,普通用户
5.10E+15,2735288647,湫湫糖糖糖糖糖糖糖,没有8个瑞士卷怎么分的烦恼因为朋友会给我买一整盒,2024/11/23 21:43,,,0,0,广东,,0,,vivo S15,,普通用户
