微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P1PtNqsGw,#爸妈给室友每人带了一份零食# 男生爸妈每个月寄15斤牛羊肉到学校，宿舍全员狼吞虎咽！网友：这哪是舍友，这简直是“义父”#大学生拿学费旅游白嫖63家酒店#（四川观天下） 今日张店的微博视频  ,,无,无,无,2024-11-24 22:24,微博视频号,467,35,38
P1Pr9xcsz,#考研上岸强忍一个多月没告诉父母# 女生拉着四十多岁的父母一起考研，结果女儿落榜，父母双双上岸！爸妈：自己考不上可别赖遗传#考研室友说我卷到她了#（广东经视） 今日张店的微博视频  ,,无,无,无,2024-11-24 22:17,微博视频号,34,24,27
P1Pnj5EAr,#7万件羽绒服查出含绒量为0# 老人花50元网购的儿童羽绒裤，孩子说穿着不舒服，剪开后发现填充物里竟然有槟榔、烟头…“这能放到孩子的羽绒裤里吗？”#7万件羽绒服含绒量0企业主管被抓# （武汉广播电视台） 今日张店的微博视频  ,,无,无,无,2024-11-24 22:08,微博视频号,23,24,23
P1Ph42e0a,#对自己体重毫无概念的小狗# 主人叫狗子起床，52斤重的柯基不愿意动，秒变“轰炸机”。主人：它从不觉得自己是狗#萌宠# （猛犸视频） 今日张店的微博视频  ,,无,无,无,2024-11-24 21:52,微博视频号,188,43,40
P1P83tSXb,#建议早读的时候严查这些人# 小男孩在班级里难过哭泣，身边同学纷纷唱歌哄他开心～网友：怎么感觉越唱越难过了#搞笑# （新界） 今日张店的微博视频  ,,无,无,无,2024-11-24 21:30,微博视频号,24,22,23
P1P4DdzLK,#女子称花十二万整形后被说老了十岁# 29岁女生称花7万做磨骨手术，一年内出现断崖式衰老，呼吁大家不要有容貌焦虑！#女子称做了蝴蝶面桃花眼后不敢出门#（每日热搜） 今日张店的微博视频  ,,无,无,无,2024-11-24 21:22,微博视频号,17,17,16
P1OOCsUgB,#晚安[超话]#【寒潮预警来袭！淄博局部雨夹雪、最低温-6℃！】淄博市气象台11月24日17时00分发布寒潮蓝色预警信号受强冷空气影响，预计24日夜间到27日，张店区、高新区、经开区将出现寒潮天气，过程降温8～10℃。27日早晨最低气温-4～-6℃。25日白天到27日，偏北风4～5级阵风6～7级。24日夜间到25日白天，阴有小到中雨；25日傍晚到夜间，局部有雨夹雪或零星小雪。请注意防范。淄博市气象局11月24日15时发布未来三天预报：25日，阴转小到中雨，东南风2～3级转西北风3～4级阵风6～7级，2～9℃；26日，多云局部有零星小雪转晴，西北风3～4级阵风6～7级，-3～4℃；27日，晴间多云，西北风转西风3～4级阵风6～7级，-4～3℃。#张店小二##这样的衣服眉姐姐从未对四郎穿过# 原图 ,,https://wx2.sinaimg.cn/large/dcc1a87cly1hvxm2ss2rsj20mv05rjug.jpg,无,无,2024-11-24 20:42,无,52,57,96
P1OLc5YfE,【怎么选好羽绒服？】近日，#7万件羽绒服含绒量0企业主管被抓#的话题冲上热搜！冬天到了，羽绒服准备好了吗？戳图👇读懂3个关键词：绒子量、充绒量、蓬松度，手把手帮你选到好的羽绒服～（cctv生活圈）  原图 ,,https://wx3.sinaimg.cn/large/dcc1a87cly1hvxlu4i0zsj20j64gf4hw.jpg,无,无,2024-11-24 20:34,无,22,22,21
P1OKVc1Iu,#业内人士称医用卫生巾是蹭流量的说法# 卫生巾级别越高品质越好？医生提醒：别盲目囤积医用卫生巾，更适用于产后或术后大出血的患者。#原来并无医用卫生巾#（封面新闻） 今日张店的微博视频  ,,无,无,无,2024-11-24 20:33,微博视频号,20,17,16
P1OF5zm3O,#7万件羽绒服查出含绒量为0# 女子称羽绒服穿洗几次后，剪开发现里面全是碎末，店家称只愿意赔偿200元，当事人：这件衣服花2000多买的鹅绒材质的。#7万件羽绒服含绒量0企业主管被抓#（津云） 今日张店的微博视频  ,,无,无,无,2024-11-24 20:19,微博视频号,17,15,13
P1OAx1Jtm,#王楚钦锁定年终世界第1#【#王楚钦总决赛男单三连冠#】 2024年WTT总决赛男单决赛，中国选手@王楚钦___ 直落四局，横扫日本选手张本智和。这是王楚钦连续第三年夺得WTT总决赛男单冠军！夺冠后，王楚钦也锁定了年终世界第一的排名。#王楚钦vs张本智和#（央视新闻）  原图 ,,https://wx1.sinaimg.cn/large/dcc1a87cly1hvxl2qasqwj21jk111gyt.jpg,无,无,2024-11-24 20:07,无,12,14,12
P1OAeyvto,【祝贺！#王曼昱冠军#】#陈幸同亚军# 今天，WTT福冈总决赛女单决赛，@王曼昱 4-3（13-11、9-11、4-11、11-5、5-11、11-8、11-5）战胜队友@陈幸同 ，夺得冠军！一场精彩的对决，#国乒包揽女子单打冠亚军#，祝贺姑娘们！  [组图共9张] 原图 ,,"https://ww4.sinaimg.cn/large/dcc1a87cly1hvxl1z5g6lj20q70ehq5k.jpg,https://ww3.sinaimg.cn/large/dcc1a87cly1hvxl1zj9p2j20q80ejdjd.jpg,https://ww3.sinaimg.cn/large/dcc1a87cly1hvxl1zu66dj21jk0upk0m.jpg,https://ww2.sinaimg.cn/large/dcc1a87cly1hvxl207odgj21jk0tzqbn.jpg,https://ww2.sinaimg.cn/large/dcc1a87cly1hvxl20g7jpj21jk0th0yi.jpg,https://ww1.sinaimg.cn/large/dcc1a87cly1hvxl20o4pdj20qc0etq5p.jpg,https://ww3.sinaimg.cn/large/dcc1a87cly1hvxl2107s9j21jk0vpqeu.jpg,https://ww3.sinaimg.cn/large/dcc1a87cly1hvxl21atrgj20pt0ebn0v.jpg,https://ww2.sinaimg.cn/large/dcc1a87cly1hvxl21kvdrj21jk0vk47i.jpg",无,无,2024-11-24 20:07,无,13,15,12
P1OyWAsA0,#张本智和被打服了# 王楚钦4:0战胜张本智和夺冠，问：你觉得今天王楚钦哪几个方面做得好？  答：全部。我确实没东西赢他。#王楚钦说重新享受胜利声音很幸福#（潮新闻） 今日张店的微博视频  ,,无,无,无,2024-11-24 20:04,微博视频号,14,15,12
P1OsZfONo,【#每天多睡1小时2周就能瘦# 】#原来睡眠不足真会变胖# 2022年《美国心脏病学会杂志》发表的一项研究显示，即使是年轻、健康，而且相对较瘦的人，睡眠时间缩短后，也会导致热量摄入增加、体重上升，尤其是腹部脂肪堆积显著增加。另一项研究显示，给超重的参与者睡眠时间平均增加1.2小时，他们平均每天摄入的热量减少270千卡。2周后成功减重0.48千克。（健康时报） [组图共2张] 原图 ,,"https://ww2.sinaimg.cn/large/dcc1a87cly1hvxkjgxh02j20mi0cpgob.jpg,https://ww3.sinaimg.cn/large/dcc1a87cly1hvxkjh5ul8j20mr0nqq6n.jpg",无,无,2024-11-24 19:49,无,17,18,13
P1OsWkH3D,#发朋友圈仅导师可见是什么体验# 5岁猫猫陪男生经历研究生全过程，毕业典礼上男生请老师也为它拨穗，网友：世界不能没有猫猫#张店小二# （洛阳网） 今日张店的微博视频  ,,无,无,无,2024-11-24 19:49,微博视频号,362,61,49
P1OpCw02H,#留学生回国找工作越来越难了吗# 留学花了近200万元，回国后只找到月薪4000的工作，“原以为海归找工作不成问题，没想到面试更倾向于国内985、211。”#张店小二# （海报新闻） 今日张店的微博视频  ,,无,无,无,2024-11-24 19:41,微博视频号,42,50,44
P1OnvbmEI,#王楚钦王曼昱夺冠合影#  恭喜！国乒包揽男女单冠军！辛苦了“王炸姐弟”！2024年WTT世界乒联福冈总决赛国乒在本次总决赛包揽男、女单打冠军，王楚钦、王曼昱夺冠合影#张店小二# （新京报） 今日张店的微博视频  ,,无,无,无,2024-11-24 19:35,微博视频号,46,44,39
P1Oj1xdzC,#张本智和被打服了# 王楚钦4:0横扫张本智和，拿下2024年WTT福冈总决赛男单冠军！现场如中国主场，张本智和被打得直摇头，打不过根本打不过#张店小二# （杭州日报） 今日张店的微博视频  ,,无,无,无,2024-11-24 19:24,微博视频号,43,43,38
P1Oczgv7x,#张本智和被打服了# 2024年WTT总决赛男单决赛，许昕喊话王楚钦：打他11:0，让他跳舞#张店小二# （爱看新闻） 今日张店的微博视频  ,,无,无,无,2024-11-24 19:08,微博视频号,103,42,40
P1O7ekv94,#女儿1.4w买皮草买到了妈妈心巴上# 女子网购了一身皮草，丈夫非常捧场，一直夸奖！网友：千万别穿这个去森林#有爱张店##张店小二# （掌上知道） 今日张店的微博视频  ,,无,无,无,2024-11-24 18:55,微博视频号,77,78,71
P1NvWt4ej,#上海千万豪宅夹层藏超万只蛆# 路人被汕头农村自建房惊艳到！全是金碧辉煌的高层别墅，网友：住在里面需要注意什么#有爱张店##张店小二# （金蝉视频） 今日张店的微博视频  ,,无,无,无,2024-11-24 17:23,微博视频号,989,136,198
P1Nn4EZeC,#王楚钦vs张本智和# 王楚钦总决赛夺冠后采访中感谢球迷，“能感觉到今天并不是谁的主场，是我的主场，非常庆幸遇到你们，希望我们来日方长。”#有爱张店##张店小二# （新京报） 今日张店的微博视频  ,,无,无,无,2024-11-24 17:02,微博视频号,293,91,88
P1NjMlax4,#尔滨你有点重南轻北了# 哈尔滨全方位孔雀开屏中！中央大街开始铺新地毯，扶手也“穿上了丝绒外套”，冰雪大世界火热开工，预计12月中旬开门！#有爱张店##张店小二# （长城新媒体） 今日张店的微博视频  ,,无,无,无,2024-11-24 16:53,微博视频号,83,76,68
P1L3J1ynT,#12岁女孩被尾随热心司机拿撬棍保护# 陌生男子裸露下体尾随女孩，司机大哥拿上撬棍冲出去吓走该男子，并把小女孩安全带回车上安置，“我自己也害怕，但是更担心女孩。女孩吓得浑身发抖，打电话让她爸接回家了。”#有爱张店##张店小二# （大象新闻） 今日张店的微博视频  ,,无,无,无,2024-11-24 11:08,微博视频号,72,80,73
P1KVp2ubr,【“雪”来了！淄博藏着几处初冬绝美秘境，等你出片！】低温来袭，霜冻闪现，等一场浪漫的初雪！在初雪到来之前，走进山野里，邂逅一场初冬的芦花飞雪，伴着低温看芦花，也别有一番味道。每年的11月下旬到12月上旬是赏芦苇的最佳时间，穿上毛线衣，漫步芦苇荡，这一场美到巅峰的芦花飞雪，你可千万不要错过！#有爱张店##张店小二##素人为参加节目瘦20斤# http://t.cn/RyhSTps 显示地图 [组图共3张] 原图 ,,"https://ww4.sinaimg.cn/large/dcc1a87cly1hvx4whkpgaj20u06gob2a.jpg,https://ww2.sinaimg.cn/large/dcc1a87cly1hvx4wiys12j20u083qhdu.jpg,https://ww4.sinaimg.cn/large/dcc1a87cly1hvx4wk9u9ij20u04yee81.jpg",无,#素人为参加节目瘦20斤#,2024-11-24 10:48,无,81,87,91
P1KTw1ARX,【国家级优秀案例！淄博+1！】为更好地促进文物事业高质量发展，国家文物局组织开展了基本建设考古和文物保护优秀案例征集推介活动，我市“赵家徐姚遗址的创新理念与实践”案例成功入选。赵家徐姚遗址位于淄博市临淄区东部，是在配合临淄区和悦府地产项目建设的过程中发现的。遗址距今1.1-1.5万年，以大面积、多频次的红烧土遗存为主要收获，有多处古人类活动遗址。该发现属于旧新石器过渡阶段的重大突破，是理解陶器起源、农业起源过程的全新材料，为认识旧新石器过渡这一重大的历史变革提供了关键证据，是我国万年文化发展史的重要实证。2023年3月该项目成功入选“2022年度全国十大考古新发现”。#张店小二##有爱张店##素人为参加节目瘦20斤# [组图共3张] 原图 ,,"https://ww1.sinaimg.cn/large/dcc1a87cly1hvx4rpqpmxj20u00pwdlo.jpg,https://ww4.sinaimg.cn/large/dcc1a87cly1hvx4rq8640j20u00kqn35.jpg,https://ww2.sinaimg.cn/large/dcc1a87cly1hvx4rqnrc8j20u00ki7dr.jpg",无,无,2024-11-24 10:43,无,68,75,71
P1KSHz8N0,【张店这些药店、商店、美容院被处罚！有你去过的吗？】11月21日，张店区卫生健康局发布行政处罚信息公示表，张店多家美容院、药店、商店等被处罚！#有爱张店##张店小二##考上公务员和考上985哪个厉害#  [组图共3张] 原图 ,,"https://ww2.sinaimg.cn/large/dcc1a87cly1hvx4pnfwfxj20q20lmn2l.jpg,https://ww4.sinaimg.cn/large/dcc1a87cly1hvx4pnnlz4j20q00ma0yh.jpg,https://ww2.sinaimg.cn/large/dcc1a87cly1hvx4pnv4uuj20q0074407.jpg",无,无,2024-11-24 10:41,无,67,72,67
