微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OFM3WArCm,发现办公楼的保洁阿姨写了一封信#笑料江湖争霸赛#  [组图共9张] 原图 ,,"https://ww4.sinaimg.cn/large/49c2bc7agy1hvic0fky5xj20u0140dmf.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvic0gciqxj20v90ek415.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvic0gt9fkj20u0140tiy.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hvic0h9zhwj20v90xf0zz.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvic0hsao7j20v90k7wh2.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvic0i94mej20v909zjt5.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvic0ink5tj20v90sjq8i.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hvic0j4jqej20v90lxq6t.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvic0jh72wj20v90ln781.jpg",无,无,2024-11-11 16:30,无,6091,959,458
OFLKS9KG1,可别再说打工人是牛马了，牛马的身体都比我们健康好吗！长时间久坐加班熬夜，皮肤蜡黄易垮脸，辗转反侧睡不着，不是腰痛就是脖子痛，肠胃成了“情绪垃圾桶”……精神压力一大就感觉肚子哪哪都痛，忍不住开始到处乱“窜”！不知道#你有没有为噗噗拼过命#。为了应对各种情况，我已经组合出了我的一套自保攻略，还好有京东买药，每次都能及时解救我的燃眉之急！这次可别错过京东买药11.11，最后24小时，抢神券，叠满300减100元，单单返现上不封顶，除了备好家中常用药，一定要加强锻炼，有一个健康的好身体！！【http://t.cn/A6nHlIJB】 [组图共3张] 原图 ,,"https://ww1.sinaimg.cn/large/008rwefFly8hviao8t91lj30m8bfenpf.jpg,https://ww4.sinaimg.cn/large/008rwefFly8hviao95167j30e25egnpf.jpg,https://ww2.sinaimg.cn/large/008rwefFly8hviao8te4lj30nmat5hdv.jpg",无,无,2024-11-11 15:43,微博  weibo.com,7166,1655,1200
OFtk91TW5,钱多多的打工日记来啦吃到了一家超美味的泰式料理🥘冬阴功汤酸酸辣辣的好开胃，猛炫两大碗吃完就去健身了，精致女人就是这么狠秋冬就想把大帽衫焊在身上！！舒适又温暖，毫不费力就能get韩系氛围感大家在穿好看的同时也记得要保暖呀祝你们冬天愉快●'◡'●#笑料江湖争霸赛##日常碎片plog# [组图共6张] 原图 ,,"https://ww3.sinaimg.cn/large/49c2bc7aly1hvg2zo85rgj22bc334x6q.jpg,https://ww4.sinaimg.cn/large/49c2bc7aly1hvg2zq9ltwj22bc3341ky.jpg,https://ww1.sinaimg.cn/large/49c2bc7aly1hvg2zs6e6hj22bc334npe.jpg,https://ww2.sinaimg.cn/large/49c2bc7aly1hvg2zt54nij213z1hb1kx.jpg,https://ww4.sinaimg.cn/large/49c2bc7aly1hvg2zu0suvj21401hcqh7.jpg,https://ww2.sinaimg.cn/large/49c2bc7aly1hvg2zvj3ynj21sc2dsnpd.jpg",无,无,2024-11-09 16:47,无,3156,1552,459
OFhCHAAzv,#天猫全民种草# 谁懂刚看到双11「好物天花板」年度榜单的感觉？仿佛错过一个亿……幸好双11还没结束，趁这几天疯狂补课吧家人们！上榜好物都是根据真实年度消费数据筛选出来的真Top，咱打工人跟着买就对了，打开淘宝搜【天猫全民种草】进入天花板好物传送门，即刻下单带回家！#双11天花板种草指南#  [组图共6张] 原图 ,,"https://ww2.sinaimg.cn/large/008w9kDaly8hvduta0x10j30xc6mfhdw.jpg,https://ww4.sinaimg.cn/large/008w9kDaly8hvdut9kt1uj30xc6m7x6s.jpg,https://ww4.sinaimg.cn/large/008w9kDaly8hvdut9i0x9j30xc6gfhdw.jpg,https://ww1.sinaimg.cn/large/008w9kDaly8hvdut96y4rj30xc6ijhdv.jpg,https://ww2.sinaimg.cn/large/008w9kDaly8hvdut9iatvj30xc6fee84.jpg,https://ww1.sinaimg.cn/large/008w9kDaly8hvdut9edpxj30xc6kb4qs.jpg",无,无,2024-11-08 11:00,微博  weibo.com,6199,1755,1399
OFgMDcRxC,向上社交后回来崩溃大哭#笑料江湖争霸赛#  原图 ,,https://wx3.sinaimg.cn/large/49c2bc7agy1hvejmqw2j4j20wi18w4ay.jpg,无,无,2024-11-08 08:52,无,4501,954,570
OF7nCgPCm,上班发现了老板的心事  [组图共9张] 原图 ,,"https://ww3.sinaimg.cn/large/49c2bc7agy1hvde3ux7fjj20u0140wty.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hvde3xhilqj20u0140189.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hvde3zz2byj20u0140nct.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hvde42dzkyj20u0140aqq.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hvde3thnv6j20u01407kp.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hvde45bhlnj20u0140dx7.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hvde46g8euj20u01404cv.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hvde48bk8kj20u0140dwc.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hvde4a8j9vj20u0140apf.jpg",无,无,2024-11-07 08:55,无,5233,1259,653
OF0Y5xObg,离职半年了领导还让我干活#笑料江湖争霸赛#  原图 ,,https://wx2.sinaimg.cn/large/49c2bc7agy1hvclrp4skvj20wi1vq7cc.jpg,无,无,2024-11-06 16:36,无,3142,1054,453
OEOQCCSbv,被打工人的个性签名笑晕了  [组图共9张] 原图 ,,"https://ww1.sinaimg.cn/large/49c2bc7agy1hvb4aku3pgj20wi0d976g.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvb4ak8b2dj22c00kgtzd.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hvb4amrkc0j223h0p47wh.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hvb4apkjl7j21vl0ju1kx.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvb4aslvz2j223w0hz4qp.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hvb4au4tfdj21y60i4h1d.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hvb4awlx87j21xe0e9dwl.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hvb4ax4wmsj20wi0c7q5a.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hvb4axhf0rj20wi0aeq4r.jpg",无,无,2024-11-05 09:45,无,4154,1360,550
OEIoOoKKF,出地铁站就看到了@京东 的#变老 不是一个瞬间#互动展，突然想起上次妈妈在浴室滑倒的事情，原来这并不是意外。跟她一起回家上楼时我才发现，她居然也要扶着把手才能走，原来只要两分钟就能到达的家门口的路现在要走5分钟，她真的老了。难怪厕所马桶旁有一根棍子，床边放一把，椅子是为了起身时候扶一把，妈妈每天都在经历着变老带来的不便，现在知道了，原来给家里安装一个浴室扶手、床边扶手即可解决。京东的展真的很有实际意义！把这些隐藏在家里的痕迹一一呈现出来，也是给我们做子女的提个醒，如果家中有类似的细节，那证明爸妈已经老了，需要我们来“搭把手”，看见不便才会方便，现在打开京东搜索“搭把手”，就能了解到很多适老化产品，正值#京东11.11 又便宜又好# ，还可以领取孝心券和政府补贴，最高能省4000元！希望更多人能加入进来，一起用心发现老人变老的痕迹，让每一位老人家住进适合老人的家。http://t.cn/A6no5tp6 [组图共9张] 原图 ,,"https://ww4.sinaimg.cn/large/008rwefFly8hv9497xt4aj36bk47sx6p.jpg,https://ww4.sinaimg.cn/large/008rwefFly8hv949akjbvj33vc2kw1kx.jpg,https://ww4.sinaimg.cn/large/008rwefFly8hv949dpgksj33vc2kw1kx.jpg,https://ww1.sinaimg.cn/large/008rwefFly8hv949hqleaj33vc2kwqv5.jpg,https://ww2.sinaimg.cn/large/008rwefFly8hv949l0s7hj33vc2kwhdt.jpg,https://ww1.sinaimg.cn/large/008rwefFly8hv949oylbhj33vc2kwb29.jpg,https://ww2.sinaimg.cn/large/008rwefFly8hv94alwbn6j33vc2kw4qp.jpg,https://ww1.sinaimg.cn/large/008rwefFly8hv94aozdquj36bk47sqv5.jpg,https://ww4.sinaimg.cn/large/008rwefFly8hv94asi8doj36bk47s1ky.jpg",无,无,2024-11-04 17:20,微博  weibo.com,8269,1877,1633
OEHKbq660,#瑞士卷怎么分#两口一个的瑞士卷都要考虑怎么分？#上饿了么抢免单1分购#无论火锅鸭脖还是奶茶，加上邻居都够分！#饿了么双11疯省狂欢节#11.1~11.11，上饿了么搜“双11”，抢6万+份大牌免单，抢大牌好货1分购，11号当天1.11元起抢价值24元券包超级吃货卡  [组图共4张] 原图 ,,"https://ww4.sinaimg.cn/large/008w9Fcwly8hva84t42ptj30cb0etmyd.jpg,https://ww1.sinaimg.cn/large/008w9Fcwly8hva84z010wj30i23kjqv6.jpg,https://ww1.sinaimg.cn/large/008w9Fcwly8hva85555emj30i23ydnpe.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hvaavreo71j20u04uknpf.jpg",无,无,2024-11-04 15:40,微博  weibo.com,7130,1654,1492
OEGbDbyiT,交房租收获了顶级情绪价值……  [组图共3张] 原图 ,,"https://ww2.sinaimg.cn/large/49c2bc7agy1hva22dkh8nj20u01l37hw.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hva22dwpsij20pf0y6tev.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hva22d5d1ij20pm138wma.jpg",无,无,2024-11-04 11:42,无,5767,964,460
OEvM9vb9y,【钱多多的vlog.No.4】来咯～打工人休息日住酒店的快乐谁懂！窝在酒店里吃披萨，满满的芝士超爱😋吃饱后画妆去看电影，顺道还拍了美美皂片晚上回酒店泡了个热水澡🛁睡在干净柔软的大床上，什么都不用想整个人被彻底治愈，班味一键消除～#秋日幽你一默##令人心动的vlog# http://t.cn/A6nXOZrw ,,无,无,无,2024-11-03 09:11,微博视频号,4205,1555,451
OEmhXxaqW,实况照片还得山东人来教学#秋日幽你一默# [查看全部图片/视频] ,,无,无,无,2024-11-02 09:02,无,6184,1401,686
OEcKf7H11,被炒鱿鱼但帮助了一个姑娘#秋日幽你一默#  原图 ,,https://wx1.sinaimg.cn/large/49c2bc7aly1hv6g2x7z9nj20wi1fgk18.jpg,无,无,2024-11-01 08:45,无,3540,1253,459
OE3dUsXEF,看错时间当着领导面提前下班了  [组图共6张] 原图 ,,"https://ww4.sinaimg.cn/large/49c2bc7aly1hv5a148ua5j20wi0lh42h.jpg,https://ww1.sinaimg.cn/large/49c2bc7aly1hv5a14k4jtj20zu18hgpq.jpg,https://ww1.sinaimg.cn/large/49c2bc7aly1hv5a14ux6uj20n00upad0.jpg,https://ww4.sinaimg.cn/large/49c2bc7aly1hv5a15cxi7j20n013sn2v.jpg,https://ww4.sinaimg.cn/large/49c2bc7aly1hv5a15of7mj20n00fhjtj.jpg,https://ww3.sinaimg.cn/large/49c2bc7aly1hv5a161hglj20wi0dcgob.jpg",无,无,2024-10-31 08:30,无,4236,957,552
ODUh55y0Y,第一次见这么有种的员工  [组图共17张] 原图 ,,"https://ww1.sinaimg.cn/large/49c2bc7agy1hv46jevcqmj20si0j2wk5.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hv46jfdm7wj214c1hsdok.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hv46jfv5r8j20zo1hgdr9.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hv46jgi6unj20u0140wnm.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hv46jh69tmj20w410iah2.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hv46jht03pj20zo1dqh0e.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hv46ji83olj20wc17otfu.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hv46jiqsklj20zo1eq458.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hv46jj5hdwj21401je4c3.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hv46jdzcalj21401hch3z.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hv46jjsrm7j20zo1dk4ag.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hv46jk9ocvj20zo1dudnv.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hv46jko0ojj20zo1j6q9i.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hv46jl2tnbj21401z4dsw.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hv46jlkw1zj20u01iytmc.jpg,https://ww3.sinaimg.cn/large/49c2bc7agy1hv46jm3hf3j20oo0uo4ch.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hv46jn3ayzj20zo1kcqb3.jpg",无,无,2024-10-30 09:43,无,15239,1402,663
ODPww4E27,上班之后整个人性情大变  [组图共2张] 原图 ,,"https://ww4.sinaimg.cn/large/49c2bc7agy1hv3lkjepe5j20n00sbahi.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hv3lkjp9k9j20n00fsaba.jpg",无,无,2024-10-29 21:38,无,3174,1353,356
ODEO91gQL,当你的同事是个00后  [组图共3张] 原图 ,,"https://ww2.sinaimg.cn/large/49c2bc7agy1hv2a9f3yy3j20u013z46q.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1hv2a9g34nwj20u013zqa1.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hv2a9hbastj20u013zjxv.jpg",无,无,2024-10-28 18:21,无,5204,1252,650
ODC3daKwa,#夸克周年庆超级AI#搜索框都开口说话了！才发现夸克真的帮我解决了很多工作的烦恼。写方案没思路的时候，用夸克AI PPT，智能生成大纲，快速找到灵感。工作资料文件太多看不完，还能用夸克AI总结，快速提炼要点，get脑图。而且手机端、电脑端都能用，有了夸克超级AI，工作没烦恼~ 夸克APP的微博视频  ,,无,无,无,2024-10-28 11:20,微博视频号,13575,3081,1428
ODvH77ADp,钱多多的打工日记来啦真的会爱胶片风一辈子随地大小拍都特别能出满意的片刚好还做了超爱的新美甲偶尔换换风格还是很有惊喜的上班谁让我加班就亮出指甲吓跑他！#日常碎片plog##秋日幽你一默#  [组图共6张] 原图 ,,"https://ww4.sinaimg.cn/large/49c2bc7agy1hv160t8p0xj22k61rbnpe.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hv160w6ezbj21rb2k6x6q.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hv160y6wzwj22bc3341ky.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hv160zkutoj21sc2dshdt.jpg,https://ww1.sinaimg.cn/large/49c2bc7agy1hv1610maqhj22b632wkjl.jpg,https://ww2.sinaimg.cn/large/49c2bc7agy1hv1612ay06j23342bc1ky.jpg",无,无,2024-10-27 19:09,无,4155,1552,549
ODiG2coxm,人怎么能闯出这么大的祸 [查看全部图片/视频] ,,无,无,无,2024-10-26 10:00,无,4923,974,381
OD9KSjCGV,地铁站进狗了，工作人员努力劝说中  [组图共2张] 原图 ,,"https://ww1.sinaimg.cn/large/49c2bc7agy1huyh66krw9j20z019etnk.jpg,https://ww4.sinaimg.cn/large/49c2bc7agy1huyh67nz5pj20z00y1aee.jpg",无,无,2024-10-25 11:18,无,3285,1161,470
