微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P1V7eBhJ6,保时捷货拉拉事件，反映的是平台对司机的压榨。其实你把主角换一下，这是一个很寻常不过的事情：A 叫货拉拉搬东西，口头约定了额外的搬运价格，收货人 B 发现怎么还要另收费，就找平台了。平台给了司机警告，因为平台不允许私下收款。司机收到警告提示，抢单率降低。就这么个事儿。其实跟保时捷一点关系都没有，只不过带上保时捷，再加上司机情况特殊，就火爆网络了。但是这事儿反映了是目前互联网众多平台的现状：平台方携用户压榨工作者——PDD 的仅退款，美团的投诉，货拉拉的警告，其实都是一回事儿。无底线、不审查地偏向用户，不断的侵占工作者的权益。#货拉拉 保时捷# 原图 ,,https://wx4.sinaimg.cn/large/007eb6O2ly1hvydw8wfctj30z5100153.jpg,无,无,2024-11-25 12:44,iPhone客户端,2,1,1
P1V6RyoPB,有人说，货拉拉只负责运输，不负责搬运。我没有用过货拉拉，下载了APP，看看。结果发现，没有什么不能通过平台支付的，包括搬运费，你能想到的，货拉拉都想到了。司机对于搬运费，跳开平台，私下里和发货方谈，又没有经过下单的收货方事先确认，收货方有异议，很正常。货拉拉对于搬运费，有具体计算方法的，不能乱收费的。#货拉拉 保时捷# [组图共10张] 原图 ,,"https://ww3.sinaimg.cn/large/007eb6O2ly1hvydv8vhrhj30j615j786.jpg,https://ww2.sinaimg.cn/large/007eb6O2ly1hvydv92c84j30j615j761.jpg,https://ww3.sinaimg.cn/large/007eb6O2ly1hvydv99j0kj30j615j0v7.jpg,https://ww2.sinaimg.cn/large/007eb6O2ly1hvydv9jbk6j30j615jjsq.jpg,https://ww1.sinaimg.cn/large/007eb6O2ly1hvydv9p4o4j30j615jjtn.jpg,https://ww1.sinaimg.cn/large/007eb6O2ly1hvydv9wb1ij30j61jwdin.jpg,https://ww1.sinaimg.cn/large/007eb6O2ly1hvydva2j94j30j615jdhc.jpg,https://ww3.sinaimg.cn/large/007eb6O2ly1hvydva8m51j30j615j768.jpg,https://ww1.sinaimg.cn/large/007eb6O2ly1hvydvaffvgj30j615jabt.jpg,https://ww3.sinaimg.cn/large/007eb6O2ly1hvydvalbhsj30j615jdgf.jpg",无,无,2024-11-25 12:44,iPhone客户端,2,1,1
P1V6rEOEQ,被人打了，先报警还是先去医院呢？该怎么做？这几天一直再关注货拉拉和保时捷的事件，看到很多人再问，如果被打了，该怎么合法维护自己的权益！今天这篇文章告诉你，转发收藏！喜欢你永远用不上！被打后了，如果你伤情不严重，先报警吧，警察会给你录口供，然后让你去指定的医院验伤。如果你伤情很严重，就先打120。到了医院之后，警察会来医院找你的。去医院的时候挂号一定不要用自己的医保卡，这点非常非常重要。要跟挂号处的医生说，你是被人打了，医疗费用由对方承担，不需要走医保。见到医生后，医生会问你的病史，假如你是头被人打了，我想你的记忆力可能就会受到点影响了。那是不是就不应该自己和医生瞎说了让你的朋友去和医生沟通吧。被打的稀里糊涂，我想应该也脑震荡了。如果这个时候你有头晕恶心的话，一定要如实的告诉医生，医生就会怀疑你颅脑可能受到了损伤，医生也会把你的伤情如实的告诉警察，这个时候警察一定会拘留打你的人。开个玩笑，言归正传。治疗时一定要把所有受伤的部位都告诉医生，轻微疼痛也要让医生去判断，不要自己拿主意，否则等到事后再要补做检查就会很麻烦。这些费用都是由对方出，尽量把能做的检查，能排除的风险都排除掉。如果你被打出了伤口，我想作为一个爱美的人，你肯定会要求医生给你做美容缝合。因为普通的缝合疤痕很大，美容缝合后疤痕会更小、更美观，当然费用也会更高了。如果检查完了病情很严重，那你就听医生的，赶紧住院治疗吧。如果医生说没什么事情可以回家休息，那你一定要注意，要认真看医生写的病历和你描述的是否一致。最后走的时候，医生会给你一份盖有医院公章的诊断证明，你也要仔细的核对个人信息是否正确。你的病历、诊断证明、挂号、治疗的处方、发票等等一定要保存好，特别是诊断证明一定是自己拍照或者复印保留一份。还有一点非常重要，离开医院的时候，让医生给你开一张病假条，那么病假期间的营养费、误工费，对方一分都别想少。如果你受到了惊吓，心里受到了很大的创伤，你要看心理医生。这个钱对方也得出，但记得开发票。从医院看完病以后，要把医院的诊断证明交给警察，如果轻伤一下，警察可能会进行调解，如果是轻伤以上，对方就要被刑事拘留了。这个时候想要获得最多的赔偿，你可以咨询公益师。能不能提车就看现在了。回到家以后也要留意自己的病情，有一些病情是迟发性的，例如你回到家以后可能会头晕头痛得不到缓解，甚至是加重，你就要赶紧回医院就医，并且通知警察保留好治疗的手续。今天的这个知识非常重要。我的职业经历处理过非常多打架斗殴的事件，万一碰到这样的事情，可以拿出来看一看，转发给身边的朋友吧。  #货拉拉 保时捷# 原图 ,,https://wx3.sinaimg.cn/large/007eb6O2ly1hvydu7yo4nj30j60x70vb.jpg,无,无,2024-11-25 12:43,iPhone客户端,2,1,1
P1V5TziHS,货拉拉司机后续，保时捷称和解司机再发声。货拉拉回应，称自己至今没收到一个人的道歉，被老外打了之后也没人陪他去医院验伤，他自己垫付500去医院检查，还饿着肚子到晚上十点才做完笔录，最后的补偿金额仅仅为2000元而已。货拉拉平台至今全程隐身，前因后果谁对谁错一目了然，可货拉拉 账 号 被完全限制。#货拉拉 保时捷# http://t.cn/A6mAF9T4 ,,无,无,无,2024-11-25 12:41,iPhone客户端,3,1,1
P1V5of1ef,有意思！一方说“账号被封”，而货拉拉回应“司机与保时捷纠纷”事件：司机账号一直正常接单 不存在“先封号后解封”货拉拉回应“保时捷纠纷”：司机账号正常。这事儿一出，网上炸锅了。有人说账号被封，又解封。货拉拉直接否认。他们说，司机一直能接单，没这回事儿。这就像一出闹剧，关键证据没看到，大家都在猜。司机和保时捷车主，各执一词。到底谁对谁错？还得看后续调查。这年头，手机支付方便，但纠纷也多。这起事件，提醒我们，线上线下，都要小心谨慎。证据确凿，才能避免扯皮。货拉拉的回应，算不上特别硬气，但至少给出了说法。接下来，看官方调查结果了。这瓜，还没完。说不定，还有更多料爆出来。这事件也给平台敲响警钟，完善纠纷处理机制，刻不容缓。毕竟，谁也不想摊上这种麻烦事。平台的公信力，也是需要维护的。这可不是小事，关系到很多人的利益。最终真相，时间会给出答案。但愿，能尽快水落石出。毕竟，大家的时间都很宝贵。#货拉拉 保时捷# [组图共3张] 原图 ,,"https://ww4.sinaimg.cn/large/007eb6O2ly1hvydri1xt2j30pm18in1j.jpg,https://ww2.sinaimg.cn/large/007eb6O2ly1hvydri9q7cj30pm12n429.jpg,https://ww1.sinaimg.cn/large/007eb6O2ly1hvydrii0v1j30pm1f8jx6.jpg",无,无,2024-11-25 12:40,iPhone客户端,3,1,1
P1UWdwcaF,【如何看待保时捷道歉：危机公关不能成为“公关危机”】11月23日，一段“上海一货拉拉司机向保时捷工作人员维权”的视频，在社交平台引发关注，该司机称保时捷工作人员拖欠600元运费，还向平台投诉导致自己被封号。11月23日晚11时许，保时捷发布声明称，该司对引发这一纠纷及其中出现的不当处理表示歉意，并发布了一篇落款为前卫咨询（上海）有限公司的情况说明。（据11月23日海报新闻报道）保时捷紧急发布声明，是在维护自己的形象，也是在给公众一个说法。但是看了其声明以及相关公司的情况说明，很多事情依然令人迷糊。一是，保时捷合作方称，所谓向平台投诉只是“要求货拉拉平台判定金额”。这符合事实吗？让人心中打一个问号。11月24日，极目新闻记者从货拉拉平台获悉，针对此次订单费用纠纷，平台的确接到下单方的投诉，但平台自始至终并未对司机有任何封号行为，也未扣除司机行为分。可见，两者说法完全不同。二是，保时捷合作方称，视频中出现的推搡画面，是公司保安为了安抚司机发生的“轻微肢体接触和推搡动作”。“安抚”和“推搡”竟然能强行联系到一起，就更让人不解了。安抚是为了消除误解，以免事态升级。推搡是激化矛盾的行为，这两者是对立的，根本不是一回事。诸多矛盾之处，就让人怀疑保时捷是否真的“尊重基层工作人员及其辛勤付出”。而且，其合作方发布的情况说明，保时捷方进行了发布，就是说经过了品牌方的认可。难道保时捷看到这份情况说明时，没看到其中的不合理和矛盾之处吗？危机公关，不能造成“公关危机”。话说回来，看了双方的回应，很多关键信息依然并不明朗。比如，双方前期对货运金额是否进行了约定，搬运费到底由谁支付等。此事涉及品牌方、合作方、合作方的第三方、货运平台、司机等五方，如果沟通不畅，信息不透明，难免出现各种误解。但是，最后承压的品牌方，应该把事情弄清楚了，然后再来致歉。否则，看了半天也没说自己错在哪里，致歉的原因是什么。反而里面出现了不合理和矛盾之处。而且，合作方在情况说明中，似乎对“问题达成和解”后视频流出的情况，又在暗示什么。那么，不妨就将事情明说。总之，谁是谁非不能迷迷糊糊的。品牌方真有诚意，不妨公布更多细节，让公众来判断。（极目新闻评论员 吴双建）#货拉拉 保时捷# [组图共2张] 原图 ,,"https://ww3.sinaimg.cn/large/007eb6O2ly1hvyd3z8917j30xc0kgdhz.jpg,https://ww4.sinaimg.cn/large/007eb6O2ly1hvyd3zkl89j307x0p0ta1.jpg",无,无,2024-11-25 12:17,iPhone客户端,3,1,1
P1UVNiNJm,24日晚，货拉拉司机回应与保时捷纠纷：账号虽没有封禁，但被限制接单。自己患有肾病，在孤立无援饥寒交迫下无奈签订调解协议。事件发生后，没人道歉。 #货拉拉 保时捷# 子夜笙歌落ing的微博视频  ,,无,无,无,2024-11-25 12:16,iPhone客户端,2,1,1
P1UVvp0Ip,11月23日，网上出现“上海一货拉拉司机向保时捷工作人员维权”的视频。前卫咨询上海有限公司发布声明，解释了产生争议的600元运费，并表示司机所说的向平台投诉，实际是“要求货拉拉平台判定金额”。24日晚，当事货拉拉司机刘先生告诉九派新闻，对于前卫咨询上海有限公司发布的声明，有部分内容他并不认可。刘先生称他今年48岁，患有三级高血压、糖尿病等疾病，此事发生后，对其身心都造成了伤害，现已入院治疗。家中有一个小孩，在上海上学，母亲在老家，上个月还在ICU中，家庭经济收入只靠其一人，住院后，家里已没有经济来源。事发后，除了平台方联系过他一次之外，其他三方都未与其进行联系。刘先生表示，平台并没有封其账号，只是收到警告提示，目前账号能参与抢单，但是抢不中。#货拉拉 保时捷# http://t.cn/A6mAr0hF ,,无,无,无,2024-11-25 12:16,iPhone客户端,3,1,1
P1UVs1izo,【保时捷拖欠货拉拉司机运费，还投诉导致封号？货拉拉：的确接到投诉，但未对司机封号】11月23日，一则“货拉拉司机向保时捷维权”的视频在社交平台引发关注，拍摄视频的司机称保时捷工作人员拖欠600元搬运费，还向平台投诉要封号。当日深夜，保时捷发布事件说明称，此事系合作方与货运平台工作人员发生的纠纷事件，并致歉。24日，极目新闻记者从货拉拉平台获悉，平台方的确接到下单方的投诉，但平台没有对司机有任何封号行为，也未扣除司机行为分，司机账号一直可以正常接单，更不存在所谓“先封号后解封”的情况。有网友指出，视频里司机手机的货拉拉App一直有推单声，司机没被封号被限制。一名货拉拉司机也向极目新闻记者确认，视频中曾响起货拉拉平台来新订单的提示音，师傅听到声音后可自行决定是否抢单。#保时捷 货拉拉# 原图 ,,https://wx1.sinaimg.cn/large/007eb6O2ly1hvyd20ii6pj30g30p00tk.jpg,无,无,2024-11-25 12:15,iPhone客户端,1,1,1
P1UBXaRR2,卫生巾！你还不会用？包学会！手把手教学包学会，真的非常简单非常方便哦。#卫生巾造假风波# 子夜笙歌落ing的微博视频  ,,无,无,无,2024-11-25 11:27,iPhone客户端,1,1,2
P1UBsqSkR,警惕“毒”卫生巾对女性伤害！医生称用这3种卫生巾易引病上身！天塌了 ！还有什么是真的 ？ 现在的女性都太难了 ！快看看你们买的卫生巾有没有问题 ？ #卫生巾造假风波# 子夜笙歌落ing的微博视频  ,,无,无,无,2024-11-25 11:26,iPhone客户端,1,1,1
P1UBj7qRY,#医生谈医用卫生巾爆火# 都怪普通卫生巾厂家不争气啊，本来卫生巾是日常用品，现在害得大家花高价去买医用的。近期，卫生巾质量问题引发公众关注，医用卫生巾因此成为热议话题。医生指出，医用卫生巾或护垫的主要适用人群包括刚结束生产后的产妇、进行妇科大手术后的患者等，这些人群由于抵抗力下降，对无菌的要求更高，因此使用医用卫生巾来避免感染。医用卫生巾在无菌和消毒级别上的要求高于普通卫生巾，对于阴道流血量多且阴部有伤口，或者免疫力低下、贫血等情况的女性，可以在医生指导下选择使用。然而，对于普通女性而言，普通卫生巾在正常情况下也完全可以满足需求，无需过度消费医用卫生巾。医用卫生巾的价格通常更高，一般10片装的一盒要20多元，因此，如果使用普通级卫生巾会过敏、不适的话，才需要考虑购买医用卫生巾。购买时可以辨别包装背面的备案编号，医用级一般是xx械备xx号。总的来说，医用卫生巾的爆火反映了消费者对产品卫生和安全的高度重视。但是否需要使用医用卫生巾，应根据个人实际情况和需求来决定，避免不必要的恐慌和过度消费。同时，消费者应保持警惕，使用不适时及时咨询医生，维护自身权益。#卫生巾##卫生巾造假风波# http://t.cn/A6mAQWBj ,,无,无,无,2024-11-25 11:26,iPhone客户端,1,1,1
P1UAI0df1,其实，购买合格的卫生巾也没有想象的那么难。尽管近期卫生巾质量问题引起了广泛关注，但市场上依然有很多符合国家标准、安全卫生的卫生巾产品供消费者选择，也可以选医用级的卫生巾。消费者在选购时，应关注产品的外包装，确保其清晰标注了品牌、厂家名称、生产地址、生产批号、生产日期、消毒灭菌标记、保质期等信息。同时，应避免购买包装破损或未标注生产厂家、产品型号的产品。此外，选择材质时，应根据自身皮肤敏感度选择合适的卫生巾，如纯棉材质柔软透气，对皮肤刺激小。对于卫生巾的pH值，虽然有网友提出质疑，但行业专业期刊《生活用纸杂志》文章指出，卫生巾的pH值是基于充分试验验证而设定的，市场上的卫生巾产品只要是按照现行标准生产并检测合格，就可以放心使用。因此，消费者不必过于焦虑，只需关注产品的相关标准和品牌的信誉，选择正规渠道购买，就能确保选购到合格的卫生巾。要求高的也可以先买医用级的卫生巾过渡一段时间，等新国标出来后，再换普通的卫生巾。#卫生巾造假风波# http://t.cn/A6mAQ60Z ,,无,无,无,2024-11-25 11:24,iPhone客户端,1,1,1
P1UzMDhpC,械字号卫生巾也有一类和二类之分，大家可以看一下注册证号。近期，卫生巾市场的一系列问题引发了广大女性的关注，许多女性开始转向更为安全可靠的医用卫生巾，即“械字号”卫生巾。然而，面对这些专业产品，如何正确解读其包装说明成为了许多人的疑问。首先，要关注的是“械字号”的分类。卫生巾通常分为一类和二类，这两类的主要区别在于其安全性和消毒程度。一类“械字号”卫生巾符合基本的消毒标准，适合日常使用；而二类“械字号”卫生巾则达到了更高的无菌程度，更适合对卫生要求特别高的场合或特殊体质的女性使用。其次，在查看包装时，要注意产品的生产日期、有效期以及保存条件。医用卫生巾需要存放在干燥、通风的环境中，避免潮湿和高温，以确保其无菌状态。此外，不建议选择有味道或含药的卫生巾，因为这些成分可能会刺激皮肤，引发不适。在选择时，应尽量选择成分简单、无添加的产品。最后，关于更换频率，医生建议每两小时更换一次卫生巾，以保持私处的清洁和干爽，降低感染的风险。总之，看懂“械字号”卫生巾的包装说明并不复杂，只要关注分类、生产日期、有效期、保存条件以及成分等信息，就能轻松选购到适合自己的产品。同时，正确的使用方法和更换频率也是保障健康的重要一环。在选择和使用卫生巾时，女性应更加关注自己的身体状况和需求，选择最适合自己的产品。#卫生巾造假风波# http://t.cn/A6mAQzLF ,,无,无,无,2024-11-25 11:22,iPhone客户端,1,1,1
P1Uz9pMJj,#如何看懂械字号卫生巾包装说明# 泰国广告从来没有让人失望过！昨天看到电影《好东西》导演邵艺辉吐槽卫生巾质量的时候，曾经说过我们的卫生巾广告，就是几个女生带着翅膀，一直在飘来飘去的，都不知道是在讲卫生巾。再来看看泰国的卫生巾广告，一下就把超薄和超强吸附演出来了。不知道泰国卫生巾有没有塌房，有没有虚标长度和用黑心棉？#卫生巾造假风波# http://t.cn/A6mAH12J ,,无,无,无,2024-11-25 11:21,iPhone客户端,1,1,1
