微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
OFNC4CHAv,#还以为姜潮麦迪娜参加再见爱人了#哈哈，姜潮和麦迪娜真的是太甜了！节目中他们的互动太有爱，感觉被秀了个满脸幸福，期待更多精彩！ 环球旅游攻略咖的微博视频  ,,无,无,无,2024-11-11 20:26,微博视频号,6,0,6
OFN3AbrtC,#石破茂再当选# 哎呀，感觉这日本政坛真是让人眼花缭乱啊！你们看石破茂这首相当得，上任没多久就解散众议院，这胆子可真够大的。新一届选举结果出来，执政联盟席位不够，内阁又集体辞职，紧接着就重新大选，这换人速度简直比翻书还快。不知道石破茂这次能否稳住阵脚，可千万别又来个大反转啊！  原图 ,,https://wx2.sinaimg.cn/large/4be971dagy1hvii2ctkn0j20q30yswjc.jpg,无,无,2024-11-11 19:01,无,195,109,23
OFInjapAN,我在#微博旅行家#集卡赢好礼活动中收集到澳门啦，你也赶快行动起来~集齐6张城市卡就有机会现金红包，快来一起参与吧！微博旅行家集卡赢好礼  ,,无,无,无,2024-11-11 07:06,品牌活动,2,0,0
OFCmRnvJa,#我有一片胡杨林##做自然的朋友# 胡杨林是沙漠中的绿洲，是生命的象征，它们历经千年的风霜，依然挺立不倒。新疆胡杨林迎来最佳观赏季，金色的胡杨、湛蓝的湖水、白色的沙丘绘就成一幅绝美画卷。邀您一起欣赏这美丽景色，加入[我有一片胡杨林]http://t.cn/REkLaUX 项目，用实际行动守护胡杨林。http://t.cn/A6nGQEdW ,,无,无,无,2024-11-10 15:49,微博视频号,16,3,9
OFqFD6qdI,#第三届湘西州旅游发展大会# 神秘湘西，遇见芙蓉镇。毕兹卡狂欢载歌载舞，看挂在瀑布上的千年古镇如梦似幻，总要去一趟芙蓉镇吧！慢品人间烟火色，闲观事岁月长#微博旅行家# 环球旅游攻略咖的微博视频  ,,无,无,无,2024-11-09 10:02,微博视频号,1237,684,212
OFjGPbLSn,什么？你说卡皮巴拉一个小时可以走三十公里？哦，原来是#有朋自远方来第三季# PixMoving生产的卡皮巴拉小巴，全自动驾驶车辆，车内甚至还有可以调节的氛围灯，还能换颜色！还有多种语言可以切换。#开启云上贵州智慧生活#怎么？卡皮巴拉你就这么洋气的进城了？把我一个人扔村里辣？#走进贵州文化千岛# http://t.cn/A6nW5CNt ,,无,无,无,2024-11-08 16:16,微博视频号,14158,1103,38
OF0KQu8Mj,#特朗普正式宣布获胜#哈哈，建国这次终于回宫啦！这可真是热闹。还说要平息战争呢？但愿他别再整出更多幺蛾子就谢天谢地啦。一想到新一轮贸易战可能要开始，就头大。这位爷行事向来出人意料，美国国内国外都被他搅和得够呛，这次重新上台，不知道世界又要被他带向何方，真让人揪心又期待他能有点新花样。 [组图共2张] 原图 ,,"https://ww4.sinaimg.cn/large/4be971dagy1hvcktkys9aj20yw24o139.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hvckvayy1nj20j60b2mzx.jpg",无,无,2024-11-06 16:03,无,197,139,142
OEON1eqiD,远离喧嚣，我于湖畔漫步。水波荡漾，心亦随之平静。此处无声胜有声，唯有自然之美，伴我度过片刻宁静时光。#驴友[超话]#  [组图共6张] 原图 ,,"https://ww4.sinaimg.cn/large/4be971dagy1hvb41h6kegj20j60pgjvu.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hvb41gvs3zj20j60pgtcd.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hvb41hiju6j20j60pgjv9.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hvb41hwc60j20j60pgwjb.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hvb41i5wrcj20j60pgjwq.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hvb41ikd8zj20j60pgq6t.jpg",无,无,2024-11-05 09:36,驴友超话,13,9,10
OEJsUhPVi,#戚薇小图看着像包租婆#哈哈，戚薇这张小图确实有点儿像包租婆，但她的个性和风格还是很独特的，笑死我了！  [组图共6张] 原图 ,,"https://ww4.sinaimg.cn/large/4be971dagy1hvagi9wxzsj20ku11215v.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hvagiatckfj20ku1127gu.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hvagic9qz2j20ku112gz3.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hvagid7h8lj20ku112tm1.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hvagidlzqij21401hc7es.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hvagie1c6cj21401hc7gl.jpg",无,无,2024-11-04 20:02,无,65,103,77
OEAyuAl2U,#优酷送赵露思刘宇宁92年会员##优酷送赵露思刘宇宁1101月会员#刘宇宁真是太幽默了，92年的会员福利太惊人了！希望我也能有好运，跟他们一起享受更多精彩剧集！#珠帘玉幕# 环球旅游攻略咖的微博视频  ,,无,无,无,2024-11-03 21:22,微博视频号,2,0,0
OExRI2Zg6,据悉，10月28日 湖南平江举办了第三届中国平江休闲食品文化节，晚上的文艺晚会被收热议，还上了热搜。。。的确有点儿春晚既视感！你们觉得呢？ #湖南平江的这场文化节有春晚既视感##中国休闲食品之都##湖南举行中国平江休闲食品文化节# 环球旅游攻略咖的微博视频  ,,无,无,无,2024-11-03 14:31,微博视频号,40101,775,52
OEwvA1ssR,#有一种改革奋进叫川渝#四川省密码科创产业园开园是川渝发展的一大亮点。它推动着四川密码科创前行，为西部密码产业高质量发展助力，聚集资源、凭借政策支持，朝着国家网络安全和信息化建设重要基地迈进，是川渝协同发展“双城记”的生动注脚，彰显改革奋进之力。 成都  显示地图 [组图共9张] 原图 ,,"https://ww3.sinaimg.cn/large/4be971dagy1hv8v8rbdpmj23402c0u0y.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv8v8u73d8j23402c0e82.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hv8v8vj6fnj23402c07wi.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv8v8xhrmaj22c0340u0z.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv8v8ss26wj23402c0hdu.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv8v90huegj22c0340npf.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv8v922dxdj23402c0kjm.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hv8v94dpnaj23402c0qv7.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv8vdrht0fj22c03407wi.jpg",无,#有一种改革奋进叫川渝#,2024-11-03 11:03,微博视频号,16,10,14
OEw0QzHdG,#有一种改革奋进叫川渝#成都科创生态岛坐落于四川天府新区，从市中心向南可达。由成都天府新区投资集团有限公司建设，扎哈·哈迪德建筑事务所精心规划设计。占地 1006 亩，建筑面积 136 万平米，构建“一岛三区”布局。这里极具“科幻感”，自然与科创生态之美兼具，资源汇集，为企业创造良好环境。截至目前，已链接众多创新平台与科研机构，2023 年 11 月 6 日 1 号馆正式运行。其建设旨在推动“四链”融合与成果转化，助力成都打造科创中心，是川渝发展的重要实践平台，举办了数百场科创活动，为川渝协同共进贡献力量。（第五图为人造太阳） http://t.cn/A6OQT5LT 显示地图[查看全部图片/视频] ,,无,无,#有一种改革奋进叫川渝#,2024-11-03 09:48,无,18,16,15
OEoU86YHW,#金靖的月子伴侣永夜星河#金靖真会享受生活，月子期间还能带孩子看《永夜星河》！这样的陪伴一定特别温馨，期待他们的甜蜜时光！#金靖带孩子看永夜星河# 资阳 环球旅游攻略咖的微博视频  显示地图 ,,无,无,#金靖带孩子看永夜星河#,2024-11-02 15:42,微博视频号,3,3,2
OEov48w5w,#有一种改革奋进叫川渝# 高竹新区，全国首个跨省域共建新区，位于四川省广安市邻水县和重庆市渝北区茨竹镇的交界处。值得一提的是，国家电网在高竹新区跨省供电新机制功不可没，取得斐然成就。稳定而强大的电力供应，为新区的经济腾飞注入源源不断的动力，为居民的美好生活增添明亮与温暖。川渝携手，共下一盘棋，在改革奋进的道路上两地并肩前行，紧密合作，突破地域限制，共同唱响双城发展的激昂旋律。这是川渝的智慧与勇气，是对未来的坚定信念，也是为全国区域协同发展树立的杰出典范。#广安身边事##重庆身边事##环球旅游攻略[超话]# http://t.cn/E2P9Ssz 显示地图[查看全部图片/视频] ,,无,无,#环球旅游攻略[超话]#,2024-11-02 14:40,环球旅游攻略超话,2,0,0
OEnR0e6cY,#有一种改革奋进叫川渝#川渝高竹新区，是川渝合作的典范。它处于重庆渝北区和广安邻水县交界，面积262平方公里。这是川渝共同批准设立的跨省域省级新区，承载着重要使命。新竹新区的设立，为探索经济区与行政区适度分离改革，为区域发展蹚出新路。它如同引擎，有力推动成渝地区双城经济圈建设，促进资源整合与优势互补。川渝高竹新区是改革奋进的生动实践，让“川渝一盘棋、唱好双城记”从理念化为现实，闪耀在川渝大地。#川渝一盘棋唱好双城记##广安身边事# http://t.cn/E2P9Ssz 显示地图 [组图共9张] 原图 ,,"https://ww4.sinaimg.cn/large/4be971dagy1hv7sypjbk9j23402c0kjn.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv7sxxfycjj23402c0hdv.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv7syulrtjj22c0340kjn.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv7syzt90aj22c03401ky.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hv7sym4zd8j23402c0kjm.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv7sz39f6bj23402c0b2a.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv7sz9acipj22c0340u0y.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv7szducjjj23402c0qv6.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv7sziu05kj22c0340kjm.jpg",无,#广安身边事#,2024-11-02 13:01,无,20,15,15
OEmCo8JSn,#有一种改革奋进叫川渝#正在热火朝天建设中的川渝新竹新区。石碑处你可以一脚跨两省哦。#环球旅游攻略[超话]# 广安·川渝高竹新区 环球旅游攻略咖的微博视频  显示地图 ,,无,无,#环球旅游攻略[超话]#,2024-11-02 09:53,环球旅游攻略超话,4,0,1
OEmlwyPqX,收拾好行囊，准备下一个目的地。开工！📍四川·广安#有一种改革奋进叫川渝# 广安·川渝高竹新区 环球旅游攻略咖的微博视频  显示地图 ,,无,无,#有一种改革奋进叫川渝#,2024-11-02 09:11,微博视频号,1,0,0
OEegAnu6Z,#全红婵正是看永夜星河的年纪##全红婵给虞书欣新剧宣传#全红婵真是太可爱了！她给虞书欣的新剧宣传看得我也想追了，期待她们的精彩表现！ 环球旅游攻略咖的微博视频  ,,无,无,无,2024-11-01 12:37,微博视频号,3,0,5
OEdMNChLh,#有一种改革奋进叫川渝#川渝携手，共筑汽车产业新高地#川渝一盘棋唱好双城记##重庆身边事# 在川渝协同发展的宏伟蓝图下，中国汽车工程研究院股份有限公司（简称：中国汽研）以其深厚的技术积淀和前瞻性的战略视野，成为推动两地汽车产业升级的重要引擎。自1965年成立以来，中国汽研始终坚守初心，致力于汽车技术服务与装备制造的持续创新，为汽车行业的蓬勃发展注入强劲动力。如今，在川渝一盘棋的战略引领下，中国汽研将进一步深化区域合作，携手共创汽车产业的美好未来，助力川渝双城经济圈高质量发展。 http://t.cn/AigyUtEw 显示地图[查看全部图片/视频] ,,无,无,#重庆身边事#,2024-11-01 11:24,无,13,9,11
OE6mb3ndh,马上就去的长三角古镇，请说出你的选择...#长三角古镇大会# #此生必去的20个长三角古镇# #铜陵大通古镇# #长三角##走进中国[超话]# 环球旅游攻略咖的微博视频  ,,无,无,无,2024-10-31 16:29,微博视频号,3,0,1
OE5HkntRe,#重庆美丽街道# 没想到重庆民主村，这个曾经的城市的“伤疤”，如今却成为了网红打卡新地标！这里古韵今风交汇，美景尽现眼前。#有一种改革奋进叫川渝##重庆身边事# 重庆·重庆万象城  显示地图[查看全部图片/视频] ,,无,无,#重庆身边事#,2024-10-31 14:48,无,17,13,16
OE4m645g4,#有一种改革奋进叫川渝#【川渝携手，共筑氢能未来】在川渝地区协同发展的宏大画卷中，重庆博世氢动力系统有限公司不负众望，发挥着重大的作用。这家由博世集团与重庆庆铃汽车集团强强联合的企业，专注于氢燃料电池技术的研发和生产，为川渝地区的绿色发展注入了强劲动力。川渝一盘棋，唱好双城记，重庆博世氢动力系统有限公司正是这一战略的生动实践。公司凭借先进的氢能技术，助力川渝地区打造清洁能源新高地，共同书写改革奋进的新篇章，为推动成渝地区双城经济圈建设贡献力量。#川渝一盘棋唱好双城记#[查看全部图片/视频] ,,无,无,无,2024-10-31 11:23,无,1,0,0
ODXrYBl28,#有一种改革奋进叫川渝#🌸 幸福花儿巷——潼南的诗意栖息地 🌸真没想到曾经的小乡村会变得如此美好！在川渝合作的宏伟蓝图下，潼南幸福花儿巷以其独特的魅力，成为潼南的诗意栖息地。这里，乡村书局、自然探索馆与咖啡厅交织出一幅宁静而美好的画卷，墙绘、精致小院和艺术装置则诉说着潼南深厚的文化底蕴。竹编、剪纸等非遗展示让传统文化焕发新生，儿童乐园和儿艺剧场洋溢着欢乐的气息，无人机表演和烟火秀更是点亮了夜空。潼南凉粉、千层麻花等美食让人流连忘返。幸福花儿巷免费开放，让我们感受到了乡村与自然的浪漫融合，感受到了如花儿般绽放的幸福时光。#重庆身边事##微博旅行家# http://t.cn/A6Y2BSsj 显示地图 [组图共9张] 原图 ,,"https://ww4.sinaimg.cn/large/4be971dagy1hv4kjexq8nj22c0340hdu.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv4kjgnqwbj22c0340b2a.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv4kjsoogyj22c0340kjm.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv4kjjrr8jj23402c0x6q.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv4kjmob9cj22c03404qq.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv4kjost1pj23402c07wj.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv4kjqfgsij221t2kyu0x.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hv4kju0kysj23402c01ky.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv4kkt0gqnj22c03407wi.jpg",无,#微博旅行家#,2024-10-30 17:48,微博视频号,21,15,18
ODWyhpN7u,漫步青石板，听雨落屋檐，长三角古镇的慢时光太迷人！#长三角古镇大会#  #此生必去的20个长三角古镇# #铜陵大通古镇# 环球旅游攻略咖的微博视频  ,,无,无,无,2024-10-30 15:31,微博视频号,1,0,1
ODWlybscj,邓超予的故乡之歌，让守山大叔感动泪目 邓超予的故乡之歌，让守山大叔感动泪目  ,,无,无,无,2024-10-30 15:00,无,0,0,1
ODVN1nbXt,#有一种改革奋进叫川渝#川渝携手，共筑电子梦——重庆电子电路产业园#微博旅行家##重庆身边事# 在川渝合作的宏伟蓝图下，重庆市荣昌区的电子电路产业园熠熠生辉。该园区坐落于荣昌区迎宾大道南延线88号，以专业生产印制电路板（PCB）为核心，致力于打造完整的电子电路产业链。通过产学研紧密合作和创新驱动战略，园区不断推动高质量发展，吸引了众多优质企业入驻。这里不仅是技术的聚集地，更是创新的摇篮，为川渝地区乃至全国的电子信息产业贡献着重要力量，诠释着“川渝一盘棋，唱好双城记”的美好愿景。 http://t.cn/E2P9Ssz 显示地图[查看全部图片/视频] ,,无,无,#重庆身边事#,2024-10-30 13:35,无,18,17,18
ODQjWz4vu,#贵阳九龙山#登上九龙山，俯瞰整个百花湖盛景，“千岛湖”般的视野震撼，贵阳百花湖太美了#寻美贵阳# 筑城贵阳的微博视频  ,,无,无,无,2024-10-29 23:39,微博视频号,5,2,2
ODNFhCQP8,#有一种改革奋进叫川渝#“巴蜀鱼米之乡”——泸县，携手永川区共创佳绩。以“高粱+”“水稻+”引领现代农业，稻虾综合种养产业蓬勃发展。#泸州身边事# 泸州·泸县  显示地图 [组图共9张] 原图 ,,"https://ww4.sinaimg.cn/large/4be971dagy1hv3dcm8piaj23402c01kz.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv3dcec92sj23402c04qq.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv3dbzl371j23402c07wi.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv3dc4qwibj22c03407wi.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv3dbtjjaoj22c03401ky.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv3dcawgl8j22c0340u0y.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv3dbm3ortj22c0340kjo.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv3dcv907qj21wq1b7npd.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv3dcrb0lbj23402c07wj.jpg",无,#泸州身边事#,2024-10-29 16:54,无,25,18,21
ODMHe9nK0,#有一种改革奋进叫川渝# 泸州龙马潭区积极响应“川渝通办”号召，推出系列便捷政务服务，打破地域界限，实现川渝两地高效联动。无论是居民身份证补换领还是异地就医备案，都能轻松搞定，无需两地奔波。这一创新举措极大地节省了市民和企业的时间成本，让政务服务触手可及。龙马潭区以实际行动诠释了“最多跑一次”的理念，提升了群众满意度和幸福感。#泸州身边事# http://t.cn/A6ncM5TQ 显示地图[查看全部图片/视频] ,,无,无,#泸州身边事#,2024-10-29 14:26,无,2,0,3
ODLXrbQGy,#有一种改革奋进叫川渝# 天府首港——泸州港，坐落于长江上游与川渝滇黔交汇之地，是全国内河重要港口之一。作为长江黄金水道、西部陆海新通道等关键枢纽，它承载着云贵川便捷出海的重任。凭借水运开放口岸与自由贸易试验区的双重优势，泸州港以铁公水多式联运为特色，优化物流渠道，提升服务品质，助力川货扬帆远航。改革奋进中的泸州港，正朝着长江上游航运贸易枢纽港的目标迈进。#泸州身边事##微博旅行家# http://t.cn/E9uqT0S 显示地图[查看全部图片/视频] ,,无,无,#微博旅行家#,2024-10-29 12:33,无,18,14,17
ODEql1c3V,#有一种改革奋进叫川渝##宜宾造走向世界# 【宜宾固态电池研发获重大突破，院士工作站引领新能源潮流】2024，宜宾，这座充满创新活力的城市，再次迎来科技盛事。欧阳明高院士工作站宣布，在固态电池研究方面取得重要进展，为新能源技术革新奠定坚实基础。同时，四川省首个固态电池产业园正在紧锣密鼓地建设中，这一创举彰显了宜宾在新能源领域的雄心壮志。院士工作站的主导作用，不仅推动了固态电池技术的研发与应用，更为宜宾走向世界舞台注入了强劲动力，点亮了新能源之光。#欧阳明高院士工作站点亮新能源之光# http://t.cn/A6a0M0at 显示地图 [组图共9张] 原图 ,,"https://ww2.sinaimg.cn/large/4be971dagy1hv28nhzvdbj23402c0b2a.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv28o0g81hj23402c0e83.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv28ne379vj23402c0u0y.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv28o3ir5ij22c0340qv5.jpg,https://ww3.sinaimg.cn/large/4be971dagy1hv28o7c6njj22c03407wi.jpg,https://ww4.sinaimg.cn/large/4be971dagy1hv28oiux1qj23402c0qv6.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hv28on049dj23402c0qv6.jpg,https://ww2.sinaimg.cn/large/4be971dagy1hv28orjw3kj23402c04qq.jpg,https://ww1.sinaimg.cn/large/4be971dagy1hv28oujxb5j22c0340kjl.jpg",无,#欧阳明高院士工作站点亮新能源之光#,2024-10-28 17:22,无,12,11,10
ODE1nwzSq,#有一种改革奋进叫川渝#四川宜宾，全球最大的智轨生产及维保基地，再次迎来瞩目时刻！智轨与马来西亚、土耳其等国签约，彰显中国智造实力。更令人期待的是，氢能智轨即将落地运营，为城市交通注入绿色动力。这一创新举措不仅提升了宜宾交通的“含氢量”，更为全球城市交通发展带来了新的机遇。宜宾，正以智轨为媒，开启绿色、智能交通新篇章！#全球最大的智轨生产及维保基地原来在宜宾##宜宾交通的含氢量还在上升# http://t.cn/A6cHGbss 显示地图[查看全部图片/视频] ,,无,无,#宜宾交通的含氢量还在上升#,2024-10-28 16:21,无,11,10,11
ODDutkhpv,#是四川时代也是中国时代# 【四川时代引领绿色能源革命】四川时代八期工厂建设如火如荼，这座全球首家电池零碳工厂，不仅彰显了四川的时代担当，更是中国绿色发展的有力证明。携手车企共创未来，四川时代不断扩大产能，助力全球绿色出行。四川时代，用创新与责任书写着绿色发展的新篇章。#全球首家电池零碳工厂在四川# #有一种改革奋进叫川渝# http://t.cn/A6VzpMNW 显示地图 原图 ,,https://wx4.sinaimg.cn/large/4be971dagy1hv24e3wlqjj23402c0qv6.jpg,无,#有一种改革奋进叫川渝#,2024-10-28 15:00,微博视频号,13,10,10
ODCZMb8j3,#有一种改革奋进叫川渝#丹山映碧水，田园生活悠然自得，这里是宜宾丹山碧水景区，远离喧嚣，感受宁静与美好，沉醉其中，享受惬意时光，这就是我们该有的生活。#微博旅行家##秋游季##驴友[超话]# 宜宾·丹山碧水景区  显示地图[查看全部图片/视频] ,,无,无,#驴友[超话]#,2024-10-28 13:44,驴友超话,24,17,19
ODCtOj9rf,#有一种改革奋进叫川渝#  打卡宜宾英发德耀科技有限公司。宜宾英发德耀科技，探索太阳能奥秘，感受创新魅力。现代化工厂，专业团队，引领绿色能源革命，共筑美好未来！ 宜宾·宜宾英发德耀科技有限公司  显示地图[查看全部图片/视频] ,,无,无,#有一种改革奋进叫川渝#,2024-10-28 12:25,无,23,19,20
ODCdGxqSC,#有一种改革奋进叫川渝#今天的第二站——高景太阳能科技有限公司。高景太阳能，成立于2019年，致力于全球光伏标杆。蛙跃布局光伏产业链，助推新型能源体系建设，共创绿色美好未来！为川渝地区有这样的优秀企业加油！#微博旅行家##走进中国[超话]# 宜宾·四川高景太阳能科技有限公司  显示地图[查看全部图片/视频] ,,无,无,#走进中国[超话]#,2024-10-28 11:45,走进中国超话,22,14,18
ODBXTbjgU,#微博旅行家##带着微博逛世界#张掖，丹霞山，给你点颜色看看 #秋游季#  [组图共9张] 原图 ,,"https://ww2.sinaimg.cn/large/73ab1110gy1gx7p3rwi93j20hs0bv76s.jpg,https://ww2.sinaimg.cn/large/73ab1110gy1gx7p3ruznwj20hs0bu3zt.jpg,https://ww3.sinaimg.cn/large/73ab1110gy1gx7p3rzgrej20j60srwl4.jpg,https://ww4.sinaimg.cn/large/73ab1110gy1gx7p3rw0rsj20hs0bvjto.jpg,https://ww4.sinaimg.cn/large/73ab1110gy1gx7p3rwacsj20b407e3z6.jpg,https://ww4.sinaimg.cn/large/73ab1110gy1gx7p3rzw4nj20hs0bu0ut.jpg,https://ww2.sinaimg.cn/large/73ab1110gy1gx7p3s1oy8j20j60csgnc.jpg,https://ww2.sinaimg.cn/large/73ab1110gy1gx7p3s33dmj20j609hgn7.jpg,https://ww1.sinaimg.cn/large/73ab1110gy1gx7p3s3mk1j20hs0ccjtl.jpg",无,无,2024-10-28 11:07,几滴云,5,0,0
