微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P1WqY8QBk,也不知道是从什么时候开始兴起的这股网红装13文化（此处为英文字母）。如今的武康大楼下面跟拍的不少于迪士尼，已经严重影响了那个路口的交通安全（经常看到有人站在马路上拍照）。前两天还刷到有人拍完照逃单的，还有为了抢机位吵架的。名媛这条赛道其实已经过气了，可以换了！  [组图共3张] 原图 ,,"https://ww2.sinaimg.cn/large/006H7f7Jgy1hvyjeld3kxj30wi1eqqcb.jpg,https://ww4.sinaimg.cn/large/006H7f7Jgy1hvyjelveq1j30wc0pvgqe.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvyjek73ymj33402c0u0y.jpg",无,无,2024-11-25 16:06,iPhone 13 Pro(银色),35,14,25
P1WhCwd9b,#发型师晓华已经在为流量退去做准备#南京的那个手冲咖啡阿姨还火吗？  原图 ,,https://wx3.sinaimg.cn/large/006H7f7Jgy1hvyj1ethuqj30rt12hk22.jpg,无,无,2024-11-25 15:43,iPhone 13 Pro(银色),7,0,1
P1W5SxiJa,#胖东来卫生巾区遭哄抢#我还以为是胖东来自己生产的卫生巾呢！搞了半天也是日牌和韩货  [组图共4张] 原图 ,,"https://ww1.sinaimg.cn/large/006H7f7Jgy1hvyi5k3bppj30wi1h5wti.jpg,https://ww3.sinaimg.cn/large/006H7f7Jgy1hvyi5j70i1j30qo0zz1b6.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvyi6qzv28j30zo1sa14l.jpg,https://ww3.sinaimg.cn/large/006H7f7Jgy1hvyi6rjfl7j30zo1rck3j.jpg",无,无,2024-11-25 15:14,iPhone 13 Pro(银色),117,16,25
P1VWRdFMC,#减肥神药上市药店不看体重给钱就寄# #你周围有人用司美格鲁肽减肥成功的吗？#   ,,无,无,无,2024-11-25 14:52,iPhone 13 Pro(银色),19,0,13
P1VDZvebe,#羊毛月60秒视频广告报价35万#我要反思一下，为什么找我打广告的都不给现金要给我胸罩作为酬劳。以后没现结的也别联系我了   ,,无,无,无,2024-11-25 14:05,iPhone 13 Pro(银色),7,1,12
P1VpfxNaW,#39岁失业后在菜市场重启人生#不如探讨一下为什么一个白领失业后要去菜场重启人生？那读书的意义何在？以后是不是大家失业了都去菜场卖菜？摊位费也不便宜。  ,,无,无,无,2024-11-25 13:29,iPhone 13 Pro(银色),40,0,15
P1V81xKtm,#塞尔维亚著名钟楼遭中文涂鸦#做了坏事还留名，一看就是3D人士。  [组图共2张] 原图 ,,"https://ww4.sinaimg.cn/large/006H7f7Jgy1hvydxgj7r4j30wi10c7d1.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvydxhj03uj30fh0de76u.jpg",无,无,2024-11-25 12:46,iPhone 13 Pro(银色),51,4,10
P1Urf8cPH,#王楚钦夺冠#恭喜王楚钦，终于为国足报仇雪恨了！  原图 ,,https://wx2.sinaimg.cn/large/006H7f7Jgy1hvyawl2jkuj318z0u0ad8.jpg,无,无,2024-11-25 11:01,iPhone 13 Pro(银色),12,1,2
P1SCamXZW,#伊普斯维奇vs曼联#梦幻般的开局让红魔球迷仿佛看到了希望，结果还是被排名倒数第二的球队上了一课。阿莫林杜灵伐灵，到底灵伐灵还是再多看几场。  原图 ,,https://wx3.sinaimg.cn/large/006H7f7Jgy1hvy2ks8d51j312m0yi41k.jpg,无,无,2024-11-25 06:22,iPhone 13 Pro(银色),16,0,10
P1Qqfcz36,#南安普顿vs利物浦# 不得不说，运气很重要。  原图 ,,https://wx1.sinaimg.cn/large/006H7f7Jgy1hvxt5vux30j30wr0mutar.jpg,无,无,2024-11-25 00:48,iPhone 13 Pro(银色),10,0,2
P1QpTDdYL,#南安普顿2比3利物浦#要相信光  原图 ,,https://wx2.sinaimg.cn/large/006H7f7Jgy1hvxt5bwt07j30j40j4acf.jpg,无,无,2024-11-25 00:47,iPhone 13 Pro(银色),12,0,4
P1Q8yC7KR,#英超##利物浦# 有惊无险，三分到手！YNWA  [组图共2张] 原图 ,,"https://ww3.sinaimg.cn/large/006H7f7Jgy1hvxrwc18ozj30u011iwkz.jpg,https://ww2.sinaimg.cn/large/006H7f7Jgy1hvxrwcjeasj30u011i46a.jpg",无,无,2024-11-25 00:04,iPhone 13 Pro(银色),12,0,4
P1PxMirsh,#英超##利物浦# 利物浦1-0领先老乡了  原图 ,,https://wx1.sinaimg.cn/large/006H7f7Jgy1hvxpa9ilmij33402c0qv7.jpg,无,无,2024-11-24 22:33,iPhone 13 Pro(银色),11,0,3
P1Px9qWoL,我想买双薄底鞋，但今年怎么都是这种厚底的？医生问脚怎么扭的？答：我从鞋子上摔下来   [组图共3张] 原图 ,,"https://ww3.sinaimg.cn/large/006H7f7Jgy1hvxp43897jj32c03407wi.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvxp45cghsj32c0340u0x.jpg,https://ww4.sinaimg.cn/large/006H7f7Jgy1hvxp40tbwkj32c03407wj.jpg",无,无,2024-11-24 22:32,iPhone 13 Pro(银色),42,6,35
P1OOihPun,#边牧 为什么要把我和狗关在一起#据说这种狗子特别容易卡住？  [组图共4张] 原图 ,,"https://ww3.sinaimg.cn/large/006H7f7Jgy1hvxm1v3mrlj30go0m840o.jpg,https://ww4.sinaimg.cn/large/006H7f7Jgy1hvxm1vge0tj30go0m8acm.jpg,https://ww4.sinaimg.cn/large/006H7f7Jgy1hvxm1uss5nj30go0m8abx.jpg,https://ww2.sinaimg.cn/large/006H7f7Jgy1hvxm1vvpi5j30go0m8jt9.jpg",无,无,2024-11-24 20:41,iPhone 13 Pro(银色),16,4,7
P1OCXpTc9,#7万件羽绒服含绒量0企业主管被抓#用脚趾头想想，100多块怎么可能买到90%的鹅绒服，成本都不够！这种劣质产品也只有在直播间受众最广。  原图 ,,https://wx1.sinaimg.cn/large/006H7f7Jgy1hvxl7jpquzj30w21u7auh.jpg,无,无,2024-11-24 20:13,iPhone 13 Pro(银色),23,3,10
P1Oh34xOj,迪士尼公主没有这种坐姿的  原图 ,,https://wx3.sinaimg.cn/large/006H7f7Jgy1hvxjohldu0j32c0340npe.jpg,无,无,2024-11-24 19:19,iPhone 13 Pro(银色),26,1,15
P1O7nsWdH,#留学生回国找工作越来越难了吗#难！前两天让我写Reference的那个兄弟86年的，因为回来找不到工作，决定继续找个学校读master  ,,无,无,无,2024-11-24 18:56,iPhone 13 Pro(银色),20,0,11
P1NLKBPJi,#寒冷使小猫的智商直线上升# 果然是吃啥像啥。  原图 ,,https://wx3.sinaimg.cn/large/006H7f7Jgy1hvxhgfv3ogj30q70q1ahj.jpg,无,无,2024-11-24 18:02,iPhone 13 Pro(银色),14,1,4
P1NIIAknV,#男子裸露下体尾随女孩被一棍喝退#给这个司机大哥点赞👍 遇到这种情况妹子们千万不要怕！你越怕这些变态还越来劲了。这个时候可以拿出手机录下视频去报警，并且大声呼喊引起周围人的注意。如果附近有商店超市的话尽快去向人求助。我表妹高中的时候就被一个露阴癖猥琐男一路尾随，那个时候还没有手机。她把他引入一个小区后大喊：“老家什啊！快来看老家什啊！”小区居民纷纷打开窗户，有的走出家门。吓得那个变态立刻捂住下体一路逃窜。 ,,无,无,无,2024-11-24 17:55,iPhone 13 Pro(银色),16,0,6
P1NFhBLIJ,心情不好的时候喜欢来这里走走，黄昏的晚霞让人想起米开朗基罗的壁画。不再执着过去，不去奢望未来，眼前有什么就享受什么吧。#快来深秋上海的公园逛一逛#  [组图共4张] 原图 ,,"https://ww1.sinaimg.cn/large/006H7f7Jgy1hvxgo0gafmj33402c0e83.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvxgo2nmolj32c03407wj.jpg,https://ww2.sinaimg.cn/large/006H7f7Jgy1hvxgo5rjxzj32c0340qv9.jpg,https://ww3.sinaimg.cn/large/006H7f7Jgy1hvxgo8rrwdj33402c07wj.jpg",无,无,2024-11-24 17:46,iPhone 13 Pro(银色),45,3,14
P1M7yunCr,#前体操冠军吴柳芳擦边争议后发声#翻出这部经典电影《西西里的美丽传说》。从吴柳芳到玛莲娜，美貌至始至终都是一种原罪。男人们对她想入非非，女人们对她妒火中烧。有人对她说：你想要吃上面包其实很容易。她成为了小镇上的众矢之的，变成了眼中钉肉中刺。后来她变胖了，有了皱纹，男人也从战场回来了。小镇上的人又对她投来了友好的目光。平庸才是融入进这个充满恶意的世界里最好的解药。 http://t.cn/A6mwAbRt ,,无,无,无,2024-11-24 13:51,iPhone 13 Pro(银色),26,1,15
P1LXPnmfB,去年的今天我正在出发去大阪的路上。我非常感谢那个劝说我并带我一起游关西的朋友。自从上海JF后，我好像失去了出行的勇气。不知道有没有像我一样的，以前一个人飞到伦敦，一个人去温布利看欧冠。但经历过那几个月后就沉迷于两点一线的生活，希望生活中的一切都是一尘不变的。每天只要能出门就是开心的，对新鲜事物失去了兴趣，甚至有点恐惧。在登机的前一刻我还在犹豫。慢慢来吧，希望有朝一日还能再去看一次欧冠。 原图 ,,https://wx2.sinaimg.cn/large/006H7f7Jgy1hvx91hcf5xj30w61tyto2.jpg,无,无,2024-11-24 13:27,iPhone 13 Pro(银色),37,1,15
P1LG3v1Ux,小姐姐感谢大家的支持和鼓励！我会更加努力提供优质的原创内容  原图 ,,https://wx2.sinaimg.cn/large/006H7f7Jgy1hvx87g1kiyj30wi0vpted.jpg,无,无,2024-11-24 12:43,iPhone 13 Pro(银色),89,6,25
P1LyvwZyn,#卫生巾造假风波#还嫌不够丢人？🍠上刷到有博主说代购在日本猛抢卫生巾，一些商店开始限购了。  [组图共3张] 原图 ,,"https://ww2.sinaimg.cn/large/006H7f7Jgy1hvx7nvuvqvj30tl115tea.jpg,https://ww4.sinaimg.cn/large/006H7f7Jgy1hvx7nw8tb5j30m20stqar.jpg,https://ww4.sinaimg.cn/large/006H7f7Jgy1hvx7nve7g9j30ji0vyqb6.jpg",无,无,2024-11-24 12:24,iPhone 13 Pro(银色),14,3,8
P1LvCgPFy,#媒体评前体操冠军当性感网红#不偷不抢不犯法，生活所迫，赚钱不丢脸。那些有钱人带货骗粉丝才丢脸。  ,,无,无,无,2024-11-24 12:17,iPhone 13 Pro(银色),79,1,6
P1LtAFBJA,昨天收益稍微好一点了，今天不用泡面了🍜  原图 ,,https://wx2.sinaimg.cn/large/006H7f7Jgy1hvx7bxwp20j30wi0elmxw.jpg,无,无,2024-11-24 12:12,iPhone 13 Pro(银色),24,1,6
P1LayAzxi,#用人民币感受日本工资水平#这是我去年在大阪随手拍的一些日本物价。如果早个20年去，那我肯定会像第一次去香港那样，觉得什么都贵，什么都想要。但现在这个物价其实和上海也差不多，有些甚至比上海还便宜。比如图八的吐司，上海要80几一个。我很喜欢酒店附近的一家西式面包房，每天晚上会去买两个羊角包，折合人民币大约十块钱/个，上海同样大小品质的要16/个。所以按日本人收入来说的话，日子应该还算好过。 [组图共9张] 原图 ,,"https://ww3.sinaimg.cn/large/006H7f7Jgy1hvx5t6j9v4j32c0340hdv.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvx5t4njiaj32c03404qs.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvx5t98kb9j33402c0b2c.jpg,https://ww4.sinaimg.cn/large/006H7f7Jgy1hvx5taxsrfj33402c04qs.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvx5tdi0nsj33402c07wk.jpg,https://ww2.sinaimg.cn/large/006H7f7Jgy1hvx5t2rt4fj33402c0x6r.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvx5tfitsjj33402c0u0y.jpg,https://ww3.sinaimg.cn/large/006H7f7Jgy1hvx5th0nsuj32c0340hdu.jpg,https://ww2.sinaimg.cn/large/006H7f7Jgy1hvx5tje6zij32c0340npe.jpg",无,无,2024-11-24 11:25,iPhone 13 Pro(银色),23,1,29
P1L09m2iL,#石破茂回应中国对日本恢复免签#早上刷到个关于日本牛郎黑色产业链的视频。去牛郎店一半都是大学刚毕业不久的小女生，有的甚至为了去找心爱的牛郎不惜辍学下海来还债（那个最著名的公园里，40%都是为了还牛郎店欠债的年轻女孩）。上次说众筹让我进去点个最便宜的，你们要的答案也来了。所以最最便宜的消费是多少呢？大多数牛郎店里的酒水是没有明码标价的。一个普通的上班族女孩去一次牛郎店的消费是十万日元（差不多4700人民币）。一瓶巴黎水售价是6000日元（280人民币）。你们要不要众筹280，我下次进去点个最便宜的，发个视频，喝完就跑其实这个和我们的直播间也差不多。要这么想，你给主播刷个大火箭，主播只能隔空跟你说声“爱你哟”。但这个牛郎店好歹还给你瓶水。 原图 ,,https://wx2.sinaimg.cn/large/006H7f7Jgy1hvx4x44y79j30wi0gy7aj.jpg,无,无,2024-11-24 11:00,iPhone 13 Pro(银色),20,2,21
P1KTwkiGf,#曼城vs热刺#他们说这个叫“顺藤摸瓜”  [组图共2张] 原图 ,,"https://ww3.sinaimg.cn/large/006H7f7Jgy1hvx4rkd0baj30sg0qkagy.jpg,https://ww2.sinaimg.cn/large/006H7f7Jgy1hvx4rjwpfqj30iw0pagnt.jpg",无,无,2024-11-24 10:43,iPhone 13 Pro(银色),16,3,5
P1I6xuuHb,#曼城vs热刺# Stay humble  原图 ,,https://wx4.sinaimg.cn/large/006H7f7Jgy1hvwsg6dc9bj32d03ji4qp.jpg,无,无,2024-11-24 03:37,iPhone 13 Pro(银色),2,0,2
P1I2CeMv6,#英超##曼城vs热刺# 明晚记得看阿莫林首秀，还要记得stay humble!  晚安！  原图 ,,https://wx3.sinaimg.cn/large/006H7f7Jgy1hvws5r605rj32d03ji4qp.jpg,无,无,2024-11-24 03:27,iPhone 13 Pro(银色),4,0,1
P1HIUzeYD,#英超##曼城vs热刺# 瓜帅逐渐滕嗨化  原图 ,,https://wx2.sinaimg.cn/large/006H7f7Jgy1hvwqr7ijt2j30iw0pagnt.jpg,无,无,2024-11-24 02:39,iPhone 13 Pro(银色),12,0,9
P1HHc3YGc,#英超##曼城vs热刺# 本轮英超焦点之战，上半场曼城两球落后热刺  [组图共2张] 原图 ,,"https://ww1.sinaimg.cn/large/006H7f7Jgy1hvwqkicxu1j31kj0uh1b6.jpg,https://ww2.sinaimg.cn/large/006H7f7Jgy1hvwqkh9uc6j30sg0qkagy.jpg",无,无,2024-11-24 02:35,iPhone 13 Pro(银色),10,0,3
P1HoPgwbx,#对男朋友没有生理性喜欢怎么办#没有生理性喜欢的爱情是真的要命。  ,,无,无,无,2024-11-24 01:49,iPhone 13 Pro(银色),6,0,7
P1Hc2nJvD,去年的今天我入住了大阪牛郎区的酒店 现在想来那个时候还是很开心的。还是珍惜眼前吧，每天都要开心。晚安  原图 ,,https://wx4.sinaimg.cn/large/006H7f7Jgy1hvwodr1m5mj30wi1k8qmr.jpg,无,无,2024-11-24 01:18,iPhone 13 Pro(银色),26,3,20
P1GKr4rQc,#男生有车和没车的区别# 这个我来讲！大约十年前，我妈的同事给我安排了一场相亲。男的比我大12岁，在某外资银行工作。不但长得像个油腻老爷叔，一见面就颇有爹味地跟我说我有这个，有那个，你觉得怎么样？觉得可以的话我们就谈。我：这场相亲只聊了一刻钟就结束了，完了男的说我送你回去吧。我说不用了。他说没关系的，我的车就停在马路边上。说完他拿出车钥匙一按，一辆保时捷卡宴亮了。“那就送我去徐家汇吧。” 原图 ,,https://wx3.sinaimg.cn/large/006H7f7Jgy1hvwmfdrh62j30fq0cw76l.jpg,无,无,2024-11-24 00:10,iPhone 13 Pro(银色),24,3,22
P1GEfE9bC,#彩礼十万就是在卖人#如果你看到一只美女猫，那说明你单身太久了，赶紧去找个女朋友吧。  原图 ,,https://wx4.sinaimg.cn/large/006H7f7Jgy1hvwm069w8kj30i50ft78c.jpg,无,无,2024-11-23 23:55,iPhone 13 Pro(银色),5,0,2
P1GweltDh,#小区物业给流浪猫做的房子# 和峰哥一样，主打一个松弛感。  [组图共2张] 原图 ,,"https://ww3.sinaimg.cn/large/006H7f7Jgy1hvwlfw4zu3j30j60nptbg.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvwlfvo8lqj30j60nqjuy.jpg",无,无,2024-11-23 23:35,iPhone 13 Pro(银色),26,3,9
P1EIiFgkK,#旺仔当事人称异物被厂家取走大部分#当事人没说是老鼠，谁先说是老鼠的其心可诛！  原图 ,,https://wx1.sinaimg.cn/large/006H7f7Jgy1hvwdgypllyj30wy1m9wv3.jpg,无,无,2024-11-23 18:59,iPhone 13 Pro(银色),5,0,4
P1EnRkBge,#管晨辰评价吴柳芳#再交不出社保，我也做擦边博主。  [组图共2张] 原图 ,,"https://ww1.sinaimg.cn/large/006H7f7Jgy1hvwc0fapjvj30wi1iqaqn.jpg,https://ww3.sinaimg.cn/large/006H7f7Jgy1hvwc0lh5t5j30wi15oaj2.jpg",无,无,2024-11-23 18:09,iPhone 13 Pro(银色),305,14,46
P1Ehdj0p7,#有些猫真是一个模子里刻出来的# 步调一致 携手同行 MD小姐姐Yuqi的微博视频  ,,无,无,无,2024-11-23 17:52,iPhone 13 Pro(银色),16,2,6
P1Edllw9a,#为什么亲戚总是催我结婚#我经常被一个表舅催婚，就是图中这个觉得结婚解千愁的亲戚。每次遇到这种情况，我外婆就会替我解围说：“嫁不出去也不会去找日本人。切饱了，老早日本人杀了嘎西度中国人，还起寻日本人。”（那个表舅把自己的女儿送去日本留学，女儿找了个日本人）其实我外婆也不是碍国人士，只是用魔法打败魔法 说到这里那个表舅就会扯开话题，再也不谈婚嫁之事。 原图 ,,https://wx2.sinaimg.cn/large/006H7f7Jgy1hvwb5mp035j30wi12owng.jpg,无,无,2024-11-23 17:43,iPhone 13 Pro(银色),15,0,20
P1Dh7b8z9,#多家卫生巾企业毛利率超50%#创始人是男性，赚钱的是男性，倒霉的是掏钱的女性，然后还要来骂女人矫情搞事情。  原图 ,,https://wx1.sinaimg.cn/large/006H7f7Jgy1hvw7e6xmdpj32l43j14ov.jpg,无,无,2024-11-23 15:19,iPhone 13 Pro(银色),15,1,5
P1D7Ybvuy,#旺仔牛奶当事人称异物不像老鼠#到底是不是老鼠其实很容易分辨，相信很快就会有鉴定结果的。记得之前某品牌的果汁里也有絮状异物，结果是运输途中碰撞漏气导致的变质。  [组图共3张] 原图 ,,"https://ww4.sinaimg.cn/large/006H7f7Jgy1hvw69omh57j30j60qfdkv.jpg,https://ww1.sinaimg.cn/large/006H7f7Jgy1hvw6dm38nbj30db0enq86.jpg,https://ww3.sinaimg.cn/large/006H7f7Jgy1hvw6dmfn1uj30rp0dfwmm.jpg",无,无,2024-11-23 14:57,iPhone 13 Pro(银色),6,1,3
P1CJXcr3a,#世界需要多些合作桥梁少点小院高墙#这围墙就得给我拆咯！那些不和谐声音也给我关咯！  ,,无,无,无,2024-11-23 13:58,iPhone 13 Pro(银色),11,0,6
P1C1gh8nh,#原来用完的卫生巾还可以折起来#我在德国出差的时候，发现那里的工厂和餐厅的卫生间里都提供可降解的弃用卫生间包装袋。弃用的卫生巾必须放入袋中，收紧后再扔。这样有效避免了卫生间难闻的异味问题。我之前在超市买的一款日系品牌的卫生巾背面有魔术贴，可以卷起来后再弃用。因为我个人非常在意卫生间的异味，所以很喜欢这个设计。 原图 ,,https://wx1.sinaimg.cn/large/006H7f7Jgy1hvw1kyuilej32c03407wi.jpg,无,无,2024-11-23 12:08,iPhone 13 Pro(银色),23,1,13
P1BDDfhqz,#旺旺三公子称明显有人在搞事#我也好奇这个老鼠是怎么进密封的易拉罐的？这个不是之前的鼠头鸭脖在一个开放的环境里。但如果说是举报人自己放的，他又是怎么做到的？蹲个后续。  原图 ,,https://wx4.sinaimg.cn/large/006H7f7Jgy1hvvzwndeqdj30wi1jwqj5.jpg,无,无,2024-11-23 11:09,iPhone 13 Pro(银色),4,0,2
P1BxLvdVg,#旺旺发布声明函#撇开旺仔牛奶不谈，这个处罚就有点触目惊心。如果食品里混进杰瑞只罚五到十万。这个处罚对企业来说也只是九牛一毛。  原图 ,,https://wx1.sinaimg.cn/large/006H7f7Jgy1hvvzflra2ej30wi1jwttm.jpg,无,无,2024-11-23 10:55,iPhone 13 Pro(银色),4,0,0
P1BlTcHKN,#川航3U3859已安全到达#前两天在🍠上有刷到，有乘客反应难怪后续返程航班上一股酸臭味  ,,无,无,无,2024-11-23 10:26,iPhone 13 Pro(银色),9,0,1
P1xIEsCiV,#医生谈减重版司美格鲁肽#我可以很负责地告诉你们，天下没有不痛苦的减肥，这个针能坚持下来的也是少数。前天我去医院配药，一群人在排队等着咨询这个药。目前治疗糖尿病的入医保，一个月200不到。减肥的大剂量版的司美格鲁肽一针2000多，自费。那天候诊大厅比股市还热闹，几个老爷叔和几个年龄和我差不多的阿古在劝别人不要打。他们都打了两三个月因为各种副作用（呕吐、腹泻、吃啥都没味道）就放弃了，然后过了一阵又去打了两三个月又放弃了。我之前写过，司美格鲁肽打两三个月根本看不到减重效果，至少要坚持7个月才有用。但如果真的是严重超重并且影响到健康，我觉得还是值得一试。但还是要听从医生的建议，使用之前要做个全套的检查。 原图 ,,https://wx3.sinaimg.cn/large/006H7f7Jgy1hvvilqp6lpj32c02lr4qr.jpg,无,无,2024-11-23 01:11,iPhone 13 Pro(银色),20,20,15
P1x8Fo79X,#失业一个月男朋友要分手#我也这么想的，他们值得更好的，而我也会遇见更好的。  ,,无,无,无,2024-11-22 23:42,iPhone 13 Pro(银色),4,0,2
P1wZkekFn,这两天的微博收益很差，所以今天都没怎么更。下午给老同事写了一个reference letter。两年前上海JF后他就润到了马耳他。晚上我们还聊了一小时语音，感觉短暂的快乐又回来了。他说我太悲观，总喜欢把人和事往坏处想。我觉得在经历那么多以后，不抱任何希望也是一种解脱。人生是场说来就来，说走就走的旅行。 原图 ,,https://wx3.sinaimg.cn/large/006H7f7Jgy1hvvf3c1pnvj30w30mn45g.jpg,无,无,2024-11-22 23:19,iPhone 13 Pro(银色),23,0,20
P1w2y52PH,#要结婚了发现男朋友父母都很矮#哈哈哈哈哈哈哈哈哈 今天一个前同事还说要送我一双老北京布鞋留着相亲穿呢。因为我经常把自己的身高少说个2厘米，男的都喜欢多说个2-3厘米。结果见面就很尴尬了  ,,无,无,无,2024-11-22 20:54,iPhone 13 Pro(银色),14,0,8
P1vZ0c1PT,#卫生巾们正视女性需求很难吗#应该是卫生巾达标很难吗？长度、PH值、消毒…这些又不是很难的技术问题，那为什么卫生巾抽查全军覆没呢？  ,,无,无,无,2024-11-22 20:46,iPhone 13 Pro(银色),8,0,0
