,round,id,user_id,screen_name,text,attitudes_count,comments_count,reposts_count,total_engagement
55,-1,5.1E+15,6173817838,阿碩fjy,家有儿女还是太超前了，8个瑞士卷怎么分，刘星早就给了我们答案，各位对这答案可还满意？,1,1,0,1
56,-1,5.1E+15,7868232144,FIA_TeamRadio,41858【tg】来一点瑞士卷梗，每个车队都有八个红胎，两位车手怎么分？,108,3,14,122
57,-1,5.1E+15,5890166242,龙不给,死他妈烦瑞士卷这个事，能不能别推我了，我一点也不好奇你老公你男朋友到底怎么分。刚刷到的时候以为是女生经济独立的重要性，妈的没想到成了娇妻的狂欢。,560,47,1,561
58,-1,5.1E+15,7638012169,跟着ya轩去冒险,小脆小丸来提问！就一个瑞士卷怎么分呀！,32,23,0,32
59,-1,5.1E+15,5666481149,小叮当娱乐,#电视剧小巷人家##小巷人家实时收视率破1##小巷人家#小巷人家：假如宋莹有八个瑞士卷，她会怎么分？值得女性们学习“瑞士卷”的梗火了，一夜间全国各地的老公，都被老婆问8个或者几个瑞士卷怎么分。有的人求生欲很强，有的则是比原视频里的老公还让人气愤，还有的人求放过。那如果是电视剧《小巷人家》里，蒋欣饰演的"宋莹”，假如她有八个瑞士卷，她会怎么分呢？按照宋莹会好好爱自己的性格，她绝对不会委屈自己的。她可以分给儿子、老公和朋友，也可以全部都自己吃。所以就算宋莹全部吃掉都可以，她是一个该努力的时候就好好奋斗，该享福的时候就好好享福的人。而且啊，她也不是一个会只局限于八个瑞士卷的人，她完全可以吃完再买。主打一个绝不会“没苦硬吃”，而是“有福就享”，也可以“没福硬享”的。在电视剧《小巷人家》里，这是一部年代剧，那是一个奉献和牺牲盛行的年代，懂得爱自己的宋莹是很难得的。她对生活有热爱和追求，不仅为自己而活，也赋予了自己追求幸福的权利。有网友说，她的美，就是对自我价值的最好诠释。（苏小妹/文）在电视剧《小巷人家》里，为了儿子林栋哲能考上一中，宋莹可没少操心，就连”上香“都去了。孩子好不容易考上了，作为妈妈可不得好好放松一下啊。当宋莹穿上漂亮衣服，和姐妹一起放松。她提前说好，让大家不要聊孩子和爱人的事情。因为好不容易不要带孩子，有自己的空闲时间，可不得聊自己感兴趣的话题。毕竟在你是妻子、母亲、女儿等身份之前，你首先是你自己啊。宋莹告诉我们，女人什么时候都要先爱自己，只有你爱自己了，别人才会爱你。而且啊，你都不爱你自己，谁又会来爱你呢？还有啊，别人对你不好，你就更要对自己好，要不然不就变成和别人一起来欺负你自己了吗？（文/小苏）在现实里，尤其是妈妈辈的，小苏看到太多牺牲自己、委屈自己去成全家庭的，结局都不太好。所以小苏希望这些妈妈们，能够在余下的日子里，分出一部分精力给自己，好好爱自己。只要你决定开始，什么时候都不晚，想想宋莹、想想50多岁出走的“苏敏”阿姨。我们就来人间这一趟，孩子也不是只有你一个人的，孩子有孩子的人生、孩子也有他的爸爸、爷爷啊。七尺男儿怎么也比女子身强体弱，所以妈妈们别把一切都往自己一个人身上扛，要不压垮了可没人心疼你，疾病也不会放过你。瑞士卷的梗之所以爆火，就是太多妈妈被压抑、被牺牲了，也希望因此唤醒更多女性的觉醒。你可以硬气一点、可以再多努力一点，以后甭管8个瑞士卷了，就算是想吃一箱又一箱的瑞士卷，也没人敢拦你。,0,0,0,0
60,-1,5.1E+15,6244136813,小汤圆同学,香麦风虎皮瑞士卷1000g，约30个18.9瑞士卷蛋糕烘焙面包鸡蛋糕点心休闲零食食品健康夹心营养早餐#早餐##瑞士卷怎么分#,1,0,0,1
61,-1,5.1E+15,5308585171,羊毛羊Yangmy,断网很久的人突然刷到那个瑞士卷事件，想说如果你看到这个事儿的第一反应，是去问自己对象“瑞士卷应该怎么分？”，那你就完了，你已失权且不自知。这就像你和你对象说你不想生小孩被ta认同后的沾沾自喜一样，本来就是你的子宫，本来就可以不生，你不需要得到任何人的支持。本来就是你买的瑞士卷，想吃几个还需要别人先同意吗～不要被分配的好就高兴，重点是不应该被分配，你自己要当分配者。,279,31,7,286
62,-1,5.1E+15,7877313732,WHIB_CJES,"WHIB超话AnD,8个瑞士卷怎么分~#跨海营业记##WHIB当值微博小编#",43,99,10,53
63,-1,5.1E+15,5230757817,七不七桃,丁程鑫超话网速为0的主播对“8个瑞士卷怎么分”的认真回答嘎嘎真诚是永远的必杀技！L七不七桃的微博视频,303,8,32,335
64,-1,5.1E+15,7652623939,看我干嘛我在练肩,瑞士卷怎么分？我自己吃,2,14,0,2
65,-1,5.1E+15,6540424837,种草小海龟,八个瑞士卷怎么分？我直接一口气吃10个——点�评论抽一个姐妹吃瑞士卷【23�】熊治动物奶油瑞士卷700g共10个跟着龟龟步骤价格就是成立的，动物奶油！现做现发！还有泡沫箱+冰袋发货发货！！某音搜同款700g竟然要59.9跟着龟龟薅20多就到手了[得意]折2.6/块！一盒吃五种口味！口感细腻，不甜不腻！淡淡的奶香味，做早餐和下午茶都不错！龟最爱巧克力的，风味浓郁，带有一点微苦，巧克力脑袋爱死了！O抽奖详情,228,127,3,231
66,-1,5.1E+15,6494238800,大牌姐,2块6一个的瑞士卷！！不用愁怎么分�【23�】熊治动物奶油瑞士卷700g共10个需下拉详情页-点击淘金币补贴跳转-弹出自动抵扣-直接下单（如图1跟着步骤下单就是成立的，动物奶油！现做现发！还有泡沫箱+冰袋发货发货！！某音搜同款700g竟然要59.9虎皮、原味、巧克力、红丝绒、伯爵红茶五个口味，每个口味都用了卡士达奶油➕安佳动物奶油，一个盒有10块，折2.6/块，真的巨划算！！,12,5,1,13
67,-1,5.1E+15,5553389969,我有时间和月亮,定格回答瑞士卷的眼神，一看就是没有被网络梗污染过的，但孩子也很实诚，不管怎么分，自己是一定要吃到的哈哈哈哈,410,8,10,420
68,-1,5.1E+15,7817686722,致公主的第十七枝山茶_,八个瑞士卷，ing怎么分，邓佳鑫吃八个，剩下喝西北风,46,12,0,46
69,-1,5.1E+15,7539562876,v苹果炖鱼v,四个瑞士卷怎么分@TF家族-余宇涵yh,90,28,0,90
70,-1,5.1E+15,7426524993,幸福酵母Happyu_,余宇涵超话八个瑞士卷，我你还有余嘟嘟，怎么分？@TF家族-余宇涵yh,12,6,0,12
71,-1,5.1E+15,5058728546,科技小宇,刚才馋瑞士卷了，叫了外卖，买不到八个装的，那买两个四个装的吧#瑞士卷怎么分#,87,32,22,109
72,-1,5.1E+15,6987364443,薄荷绿乌龙,33Svan超话“四个肉松小贝怎么分”“我～一个人～吃～四个”（好可爱“什么都分只会害了你”“八个瑞士卷怎么分我直接一巴掌就过去”（不是前两天你一人吃八个啦）L薄荷绿乌龙的微博视频,411,28,15,426
73,-1,5.1E+15,7539562876,v苹果炖鱼v,16个瑞士卷我你三个孩子怎么分@TF家族-余宇涵yh,103,23,1,104
74,-1,5.1E+15,7387867720,芽芽铲土,下次别问苏新皓八个瑞士卷怎么分了，他会把这八个瑞士卷都给你，还会问你会不会还想吃。,48,9,0,48
75,-1,5.1E+15,1413727783,沈奕斐,前段时间，“瑞士卷怎么分”引发了特别多的讨论，起因是一则短视频，随之衍生了好几十个热搜，引发了问老公怎么分瑞士卷的热潮......今天这期视频就想聊聊：不让妈妈吃瑞士卷的爸爸说的言传身教，他做到了吗？什么才是真正的言传身教？问老公怎么分瑞士卷的热潮背后，有什么问题？表面一个瑞士卷，实际我们更应该关注什么？你也可以说说你的看法。#言传身教的核心是什么##瑞士卷怎么分##100种表达爱的方式#L沈奕斐的微博视频,214,28,39,253
76,-1,5.1E+15,7755235742,落日首选,一个瑞士卷怎么分？当然全是我吃啦☝️,7,17,0,7
77,-1,5.1E+15,5896539869,P城在逃小鸡仔,#鸽的明信片#请问如果有8个瑞士卷～3�怎么分？他会说______？#2024pel#分8个瑞士卷！�会说？,371,3,0,371
78,-1,5.1E+15,7794214385,阿渝阿羽,如果你有10个瑞士卷，请问你怎么分�,13,13,0,13
79,-1,5.1E+15,1616844492,氵工鸟运当头,怎么啦怎么啦//@CruisintotheParkHow:不要追着我老公犯娇妻病问八个瑞士卷怎么分了好吗老公自己吃八个怎么了,1442,0,0,1442
80,-1,5.1E+15,7548890245,望烬,提问：怎么分瑞士卷？答：有人分到了瑞士，有人分到了卷,0,3,0,0
81,-1,5.1E+15,2021952761,娱老爷,麦琳家会怎么分八个瑞士卷，请自由发挥,1,1,0,1
82,-1,5.1E+15,5267787273,冰红茶加椰果,八个瑞士卷怎么分,18,44,0,18
83,-1,5.1E+15,2427522745,普利尼超合金Z,渚：让我教教未花酱瑞士卷怎么分X：크로옹(Chroong)@Chroong1O网页链接,130,2,22,152
84,-1,5.1E+15,7305425539,抖音文案,"以前：我和你妈掉河里先救谁。现在：一共有8个瑞士卷,你怎么分。",73,0,12,85
85,-1,5.1E+15,2403484123,李大锤同学,就剩一个瑞士卷了该怎么分,211,137,49,260
86,-1,5.1E+15,2058543840,财家富贵花,瑞士卷到底应该怎么分？买两个呗，吃到爽为止！#微信一次性查询所有单删好友#,64,35,0,64
87,-1,5.1E+15,6029330392,草莓咕叽糖-,关于8个瑞士卷怎么分的这个问题。。。主播就如p2这样回答完毕,41,3,5,46
88,-1,5.1E+15,2691919861,HH盐烤东海银鱼HYuK,灵超超话八个瑞士卷怎么分神神叨叨版别人只是想分瑞士卷，英超话锋一转开着列车驶入电车难题了LHH盐烤东海银鱼HYuK的微博视频,1074,29,161,1235
89,-1,5.1E+15,7855274497,NCTWISH花园宝宝记录手册,【�】建设六小鬼刻板印象之瑞士卷怎么分（*瑞士卷问答梗参考自网络，纯属娱乐ooc请谅解）,231,14,13,244
90,-1,5.1E+15,7375050367,综尚,陈浩民的儿子问陈浩民：“爸爸，如果有八个瑞士卷，我们家该怎么分？”陈浩民听了这个问题，一时有点莫名其妙，他问儿子为什么要问这个问题，他儿子说让他别管，赶快回答，陈浩民道：“这能怎么分？当然是分给对这个家付出最多的人啦！”蒋丽莎听到自己老公这么说，暗暗高兴了起来，因为陈浩民话里的意思就是自己老婆对这个家付出最多，瑞士卷当然得分给自己老婆咯。陈浩民儿子继续问：“那最后只剩下两个瑞士卷了呢？”陈浩民毫不犹豫的说：“那当然是给你们吃啦，平时咱们不都是这样的吗？你们吃后不喜欢吃了再给我嘛！”听了陈浩民这个回答，不得不说陈浩民真的是一个好老公好父亲，这个回答简直就是妥妥的满分呀！,42,33,0,42
91,-1,5.1E+15,6283980118,阿宁很优秀_,瑞士卷怎么分？,5,9,0,5
92,-1,5.1E+15,6656837449,唉声叹气第一名_,241123签售瑞士卷问题：如果有8个面包在sakuyushi和po主间怎么分？�saku一个yushi一个剩下的都给你����©️kuri_uO网页链接L唉声叹气第一名_的微博视频,66,0,6,72
93,-1,5.1E+15,6228744207,游戏圈的日常,八个瑞士卷怎么分#代号鸢#,867,132,170,1037
94,-1,5.1E+15,7454600726,我见青山多可笑,说老实话，什么200块钱的粥，什么没到违法犯罪地步的擦边女，一家子怎么分几个瑞士卷，张三李四彩礼钱吵吵多少……不是说不重要，但是这些民生上的事情天天儿刷屏霸榜的讨论……好吧，骂狠了又招苍蝇嗡嗡了，随便吧。,165,1,2,167
95,-1,5.11E+15,2026873597,长春点哥,家有儿女早就告诉大家瑞士卷怎么分了。,6,2,0,6
96,-1,5.11E+15,3304893401,极寒深度,#初雪#【瑞士卷怎么分！】东北多地下雪！但东北下雪可就得这样玩，看看像不像你的瑞士卷啊，怎么分呢？L老哥一线的微博视频,35,30,2,37
97,-1,5.11E+15,7867258850,来支猫条,看到狐老师提瑞士卷那个，突然想到如果猫直接用原梗去问的话�：“8个瑞士卷，你我还有两个孩子，怎么分”�：“两个孩子？我们的吗？”�：“你就当是吧，不对，重点不是孩子！”�：“噢，你想吃瑞士卷了吗？我去给你买”�：“不是...”�起身�：“你干嘛，我不吃瑞士卷”�：“润滑剂不多了，我去拿瓶新的”�：“啊？”�：“先把孩子造出来”�（准备开溜）�（一把拽回）bedending~,11,5,0,11
98,-1,5.11E+15,5173239667,兰州新城事,#初雪#【瑞士卷怎么分！】东北多地下雪！但东北下雪可就得这样玩，看看像不像你的瑞士卷啊，怎么分呢？L老哥一线的微博视频,0,0,0,0
99,-1,5.11E+15,3681973704,有点皮,八个瑞士卷怎么分#代号鸢#,939,125,224,1163
