微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P1Xigi54a,#冬天如何选一件不踩坑的羽绒服# 冬天选购羽绒服，避免踩坑，可以看看下面几个要点或者直接看视频。从填充物、绒子含量、充绒量、蓬松度、清洁度等几个方面，教你选择合适的羽绒服。1、查看标签：羽绒服的标签上应标明填充物羽绒的含绒量、羽绒的种类及颜色、充绒量等信息。根据新国标GB/T14272-2021，绒子含量不得低于50%。2、关注绒子含量：高品质的羽绒服通常会选择90%以上的绒子含量，这样不仅能提供更好的保暖效果，还能降低羽绒的压缩性，使羽绒服更加轻盈。3、蓬松度与清洁度：蓬松度是衡量羽绒柔软度和保暖性能的重要指标，建议选择蓬松度在600以上的羽绒服。清洁度应达到450mm以上，以确保羽绒的卫生状况。4、面料选择与防钻绒性能：高品质的羽绒服通常会采用高密度、防水的面料，这样不仅能有效防止钻绒，还能提高羽绒服的耐用性。5、充绒量与填充物重量：合理的充绒量和填充物重量能保证羽绒服的保暖效果和舒适度。长款羽绒服的充绒量应在200g以上，短款羽绒服的充绒量应在120g以上。6、回弹速度：用手按压羽绒服，松手后能够快速回弹，这种羽绒服的蓬松度都很高，是值得入手的。7、闻味道：即便填充物是羽绒，羽绒也分好坏。闻上去如果有异味或臭味，那么填充物肯定不好，保暖效果更不会好。8、揉捏羽绒服：如果手感特别柔软，一点毛梗都捏不到的话，就很可能是虚假的材料。9、揉搓有线部分：越不钻绒越好，这关系到羽绒服的做工质量。10、掂量重量与体积：重量越轻，体积越大，表明羽绒服穿上后体感越轻松，穿起来越舒服。遵循这些要点，可以帮助你在冬天选购到一件既保暖又时尚的羽绒服，当然，看吊牌信息这些都有一个前提，就是这个吊牌是真实的，如果像今天央视曝光的羽绒服骗局一样，用飞丝冒充羽绒，吊牌是假的，那再怎么看也是没用的。#部分劣质羽绒服填充物竟是飞丝##羽绒骗局曝光# http://t.cn/A6nC09tN  ,,无,无,无,2024-11-25 18:17,iPhone 15 Pro Max,73,57,63
P1WUcf5lA,#羽绒服# 一觉醒来，羽绒服又塌房了？用廉价的飞丝冒充羽绒，里面还参杂猪毛？这些黑心商家还是人吗？飞丝，是指在羽绒加工过程中从羽毛上脱落下来的单根短丝。它与羽绒的主要关系在于形态上的相似性，使得飞丝可以被不法商家用来冒充羽绒，填充在羽绒服或羽绒被中。飞丝做的羽绒服存在几个明显的缺点：保暖性能差：飞丝的保暖性能远远不如真正的羽绒，因为它缺乏羽绒的立体结构和蓬松度，无法有效地锁住空气以达到保温效果。健康隐患：飞丝可能含有对人体有害的物质，长时间接触儿童皮肤可能会引起过敏反应或其他皮肤病。耐用性低：飞丝填充的羽绒服容易结块，洗后很难恢复蓬松，影响穿着体验和产品寿命。经济欺诈：使用飞丝代替羽绒是一种欺诈消费者的行为，消费者支付了羽绒产品的价格，却得不到相应的品质和保暖效果。这些劣质羽绒服不仅损害了消费者的利益，还可能对人体的健康造成影响，因此，监管部门应加强市场监管，消费者也应提高警惕，通过正规渠道购买羽绒产品，避免购买到劣质产品。#部分劣质羽绒服填充物竟是飞丝##羽绒骗局曝光# http://t.cn/A6m2CHTq ,,无,无,无,2024-11-25 17:18,羽绒服超话,127,122,125
P1WQLn8c4,#胖东来卫生巾区遭哄抢# 这就能看的出来胖东来三个字的含金量了！在多家卫生巾品牌“塌房”的背景下，胖东来凭借其严格的质量把控和良好的口碑，成为了消费者心中值得信赖的选择。消费者对胖东来的信任建立在其一贯的高标准和对商品质量的严格把控上。胖东来超市没有自营卫生巾，也没有检测实验室，但他们通过核实检测报告和追溯生产流程，确保上架商品的安全性和可靠性。这种负责任的态度赢得了消费者的信任，但也提醒我们，理性消费同样重要。抢购和囤积卫生巾不仅可能导致资源的浪费，还可能影响到其他消费者的需求。在当前的市场中，理性消费尤为重要。消费者应根据自身实际需求购买商品，避免因恐慌性购买而造成的市场混乱。同时，胖东来超市也应继续坚持其高标准，为消费者提供安全、可靠的商品，维护市场秩序。总之，胖东来卫生巾区的火爆是消费者信任的体现，但理性消费才是长久之计。让我们在信任的基础上，保持冷静，共同维护一个健康、有序的消费环境。#多家卫生巾塌房后胖东来卫生巾区爆火##卫生巾造假风波# http://t.cn/A6m2Kx3L ,,无,无,无,2024-11-25 17:09,iPhone 15 Pro Max,159,149,154
P1VXb3QBm,#羊毛月没资格嘲笑每个努力生活的人# 羊毛月事件再次提醒我们，作为拥有广泛影响力的网红，其言论和行为必须承担起相应的社会责任。羊毛月的言论不仅缺乏对普通人生活艰辛的同理心，更是对那些在就业市场上挣扎的年轻人的不尊重。羊毛月的嘲讽，无疑是对00后求职者困境的轻蔑和无知，这种高高在上的态度，远比话语本身更让人难以接受。羊毛月作为一个北大毕业生，本应更加理解高学历求职者的不易，但他的言论却显示出一种自我优越感和对普通人生活的漠视。他的道歉视频虽然发布，但公众的不满并未因此平息，2天掉粉70万，这不仅是舆论的“审判”，更是价值观的警钟。羊毛月的翻车，不是因为讨论了“严肃话题”的方式不当，而是因为他用一种居高临下的姿态，把他人的拼搏与苦衷当成了取乐的段子。在网红时代，流量不应成为透支社会信任的借口。对观众的尊重，不只是逢场作戏的言辞，也不是轻描淡写的道歉，而是发自内心的平等与真诚。每一个普通人，都是这个社会的努力拼图，他们的艰辛付出值得被理解，决不是被拿来消遣的段子。羊毛月事件的启示，不在于某个博主的起落，而是提醒所有人——尤其是那些站在舞台中央的人——光环再耀眼，也不能成为傲慢的理由。那些站在屏幕前的观众，并不需要高高在上的施舍，他们只希望被尊重，被看到。毕竟，追逐生活的道路上，我们都一样。#羊毛月##羊毛月言论争议# http://t.cn/A6m2Ivr5 ,,无,无,无,2024-11-25 14:52,iPhone 15 Pro Max,88,62,67
P1VP85jbC,#羊毛月60秒视频广告报价35万# 羊毛月的言论争议再次将网红的社会责任感推至风口浪尖。羊毛月60秒视频广告报价35万，这个数字背后是巨大的商业价值，但同时也承载着公众人物应有的道德标准和社会责任。羊毛月嘲笑00后求职者的言论，无疑是对当前就业困难的轻蔑和无知，这种态度不仅伤害了正在努力求职的年轻人，也暴露了某些网红在名利面前的道德失范。互联网确实成就了许多人，但并不是所有人都配得上这份成就。羊毛月的道歉视频，与其说是真诚的反省，不如说是一种危机公关，试图挽回因不当言论而损失的商业利益和粉丝支持。他们不是知道错了才道歉，而是知道如果不道歉就要完了。这种道歉缺乏诚意，也难以平息公众的愤怒。羊毛月事件提醒我们，作为公众人物，尤其是拥有巨大影响力的网红，应当更加谨慎地对待自己的言行，因为他们的每一句话都可能对粉丝和社会产生深远的影响。互联网时代，每个人都可能成为信息的传播者，但同时也应该成为正能量的传播者，而不是冷漠和嘲讽的源头。#羊毛月##羊毛月言论争议# http://t.cn/A6m2GNM3 ,,无,无,无,2024-11-25 14:33,iPhone 15 Pro Max,70,63,66
P1Vhy9I2F,#7万件羽绒服含绒量0企业主管被抓# 卫生巾塌房还没几天，黑心商家又开始对儿童下手了？一定要严惩啊！造假羽绒服的商家可能因为巨大的利润驱动而选择冒险，他们可能认为通过低价吸引消费者，加上伪造的合格证和质检报告，能够瞒过消费者的眼睛。确实，普通消费者很难辨别用飞丝代替羽绒的假羽绒服，因为飞丝在外观和手感上与羽绒相似，且成本低廉，使得假羽绒服的价格极具竞争力。辨别真假羽绒服可以采用以下几种方法：查看标签信息：检查羽绒服的吊牌或水洗标，确认绒子含量和羽绒种类。根据新国标GB/T 14272—2021，羽绒服应明确标注绒子含量。按压测试：将羽绒服铺平，用手按压后松开，观察其恢复速度。真正的羽绒因蓬松度高，能迅速恢复原状。手感测试：用手摸捏羽绒服，真正的羽绒手感柔软，而飞丝或羽毛含量较高的羽绒服手感较粗糙。揉捏测试：用手搓揉羽绒服面料和缝线处，检查是否有羽绒或羽毛钻出，这可以评估羽绒服的防钻绒性。闻气味：靠近羽绒服深呼吸，检查是否有异味或臭味，优质的羽绒不应有明显气味。通过这些方法，消费者可以更准确地辨别羽绒服的真伪，避免购买到劣质产品。同时，这也提醒相关主管部门需要加强市场监管，打击制假售假行为，保护消费者权益。#部分劣质羽绒服填充物竟是飞丝##羽绒骗局曝光# http://t.cn/z8yYdEK http://t.cn/A6m2v0qn 显示地图 ,,无,无,#羽绒骗局曝光#,2024-11-25 13:10,iPhone 15 Pro Max,64,60,68
P1Vd0gOlt,#看待保时捷运费纠纷应客观公允# 跑了8年货拉拉，受了几年的气，这次600块不给，老外还打人，后来给了600再投诉，成了险些压死骆驼的最后一根稻草，还好最后没有闹出人命，大公司真的要反思了。保时捷与货拉拉司机的运费纠纷事件，引发了公众的广泛关注和讨论。从目前披露的信息来看，涉事双方已在相关部门的介入下达成和解。在评判这一事件时，我们应保持客观和公允的态度。保时捷及其合作方在事件中表现出了一定的诚意，通过发布声明对引发纠纷及不当处理表示歉意，并承诺将提高对合作方人员的行为要求，加强管理责任。然而，事件中也暴露出一些值得反思的问题。首先，如果600元的费用是事先约定的，那么工作人员在核实后应如约支付，这是基本的诚信要求。其次，涉事企业在处理过程中应更加冷静，避免肢体冲突和推搡等行为，以免事态进一步扩大。此外，货拉拉平台在此次事件中所扮演的角色也值得关注。平台的投诉处理规则公平性以及给司机的预期管理，是司机对平台信心的关键。平台应提供透明、科学的参考与预期，确保运费之外产生的额外搬运费有明确的标准和判定权限。在资源和话语权的不对等背景下，社会公众往往倾向于同情相对弱势的一方。因此，掌握更多资源和权力的企业更应承担起道德责任，展现出更多的包容和尊重。这样的做法不仅能够减少社会对立与矛盾，也是企业社会责任的体现，有助于构建更加和谐的社会环境。#货拉拉司机发声##货拉拉 保时捷# http://t.cn/A6mAsFV2 ,,无,无,无,2024-11-25 12:59,iPhone 15 Pro Max,76,63,71
P1UXmvIPt,#部分劣质羽绒服填充物竟是飞丝# 这个一般消费者还真辨别不出来啊！飞丝是在羽绒加工过程中从羽毛上脱落下来的单根短丝。它与羽绒的主要关系在于外观和手感上具有一定的相似性，使得消费者难以区分。飞丝和羽绒的相同点在于它们都来源于家禽的羽毛，但它们的保暖效果相差甚远。真正的羽绒，尤其是高品质的绒朵，是由一个绒核和放射出的许多绒丝组成的朵状结构，具有很好的保暖性能。而飞丝由于缺乏绒朵的立体结构，其保暖性能远不如真正的羽绒。飞丝和羽绒的主要区别在于：结构：羽绒是由绒核和放射出的绒丝组成，而飞丝是单根的短丝，没有绒朵结构。保暖性：羽绒因其特殊的结构具有很好的保暖性能，而飞丝的保暖性能较差。成本：飞丝的成本远低于羽绒，这也是不法商家用飞丝替代羽绒以降低成本的原因。安全性：由于飞丝可能是未经充分处理的羽毛废料，可能存在卫生和健康隐患，而正规羽绒制品需要经过高温消毒等程序。所以，飞丝和羽绒虽然来源相同，但在结构、性能和安全性上有本质的区别，希望加大打击力度，只有黑心商家少了，那样我们才不容易被坑啊。#央视曝光劣质羽绒制品以丝充绒##羽绒骗局曝光# http://t.cn/A6mAdmQH ,,无,无,无,2024-11-25 12:20,iPhone 15 Pro Max,67,60,71
P1US7unxI,#货拉拉纠纷事件仍有三大疑问待解# 600块对有些大公司的人来说可能只是一支口红，可对他来说是看病救命的钱！保时捷与货拉拉司机的纠纷事件中，公众对于大公司对待基层劳动者的态度和行为表现出了极大的关注。事件中，货拉拉司机的遭遇引发了广泛的同情和讨论。根据货拉拉官方的回应，平台并未对涉事司机进行封号处理，司机账号可以正常接单。然而，司机本人表示账号虽未被封禁，却被限制了接单功能，这直接影响了他的生计。这一事件中，三大疑问仍未得到充分解答：1、600元搬运费的性质是什么？司机声称与发货方已协商好费用，而合作方则表示这是额外要求的费用。这应该是搬运的费用，我个人倾向于相信司机，要不然他不可能从下午4点纠缠到晚上10点。2、司机账号是否被封禁？投诉内容是什么？货拉拉平台明确表示没有封号行为，但司机却声称账号被限制接单。3、司机是否有申诉解除封禁的途径？希望货拉拉平台能解除该司机的限制，让他能正常接单吧。大公司在处理与基层劳动者的纠纷时，应展现出更高的透明度和公正性。保时捷及其合作方在此次事件中的表现，虽然有所道歉和和解，但仍需深刻反思如何更好地尊重和保护劳动者的权益。公众期待看到一个更加公正、合理的处理结果，以及对类似事件的预防措施。#货拉拉 保时捷##货拉拉司机回应保时捷# http://t.cn/A6mA1itA ,,无,无,无,2024-11-25 12:07,iPhone 15 Pro Max,69,59,68
P1UMa377v,#造假童装羽绒服两月卖出6万多件# 在卫生巾塌房背刺女性之后，童装羽绒服造假事件再次敲响了消费者权益保护的警钟。这些无良商家为了一己私利，不惜牺牲儿童的健康和安全，实在是令人愤慨。飞丝与真正的羽绒在材质上有着本质的区别。羽绒，特别是高品质的绒朵，是由一个绒核和放射出的许多绒丝组成的朵状结构，具有极佳的保暖性能和蓬松度。而飞丝，即在羽绒加工过程中从羽毛上脱落下来的单根短丝，不仅保暖性能差，而且在健康和安全方面也存在隐患。这些飞丝填充物的成本极低，每斤只要7元，但在外观和手感上却与真正的羽绒极为相似，使得消费者难以辨别。这种以次充好的行为不仅违反了《中华人民共和国产品质量法》，更是对消费者权益的严重侵害。相关部门必须加大打击力度，严惩这些利欲熏心的商家，保护消费者特别是儿童的健康安全。#央视曝光劣质羽绒制品以丝充绒##羽绒骗局曝光# http://t.cn/A6mAnAVA ,,无,无,无,2024-11-25 11:53,iPhone 15 Pro Max,69,60,68
P1UHYCyGU,#央视曝光劣质羽绒制品以丝充绒# 卫生巾塌房以后，又有羽绒服塌房了？假羽绒服里的飞丝是什么？跟羽绒有什么区别？假羽绒制品中的“飞丝”指的是在羽绒加工过程中从羽毛上脱落下来的单根短丝。与真正的羽绒相比，飞丝在形态上有一定的相似性，这使得它们在外观和手感上难以被消费者区分。真正的羽绒，即绒朵，是由一个绒核和放射出的许多绒丝组成的朵状结构，类似于蒲公英，具有很好的保暖性能。而飞丝由于缺乏绒朵的立体结构，其保暖性能远不如真正的羽绒。此外，真正的羽绒制品在国家标准中规定，绒子含量需大于或等于50%才能被称为羽绒。使用飞丝代替羽绒，商家可以大幅降低成本，但这种行为不仅欺骗了消费者，还可能因为使用劣质材料而对消费者的健康造成潜在风险。#造假童装羽绒服两月卖出6万多件##羽绒骗局曝光# http://t.cn/A6mARa5R ,,无,无,无,2024-11-25 11:42,iPhone 15 Pro Max,68,60,68
P1UEfvU2w,#货拉拉司机回应保时捷# 看了货拉拉司机的回应，再看保时捷合作方的回应，就会发现保时捷合作方不是避重就轻，简直是歪曲事实！说什么货拉拉司机言行激动，你是为了稳定他的情绪，才发生了推搡？首先，那600元是事先说好的，然后别人做完，你不给钱，还不能让人有情绪？比如你在公司上班，上一个月，到发工资的时候，老板不给你，你没有情绪？其次，600元对你来说，可能只是一支口红，或者一顿饭钱，但是对货拉拉司机来说，那是治病救命的钱，也可能是孩子的学费、伙食费。你少600可能不激动，但是别人应得的劳动报酬，还是救命钱没了，他能不激动？大公司如保时捷及其合作方，不说应该尊重劳动人民，至少不能欺负、压迫吧？从货拉拉司机的回应中我们得知，尽管账号未被封禁，却被限制接单，这直接影响了他的生计。司机在孤立无援、饥寒交迫的情况下签订了调解协议，且事件发生后未收到任何道歉。这不仅体现了沟通和处理上的不足，更暴露了大公司在面对基层劳动者权益时的冷漠态度，希望有人能管管！另外，希望货拉拉平台撤销对司机的处罚，能让他正常接单。#货拉拉 保时捷##保时捷合作方称为安抚司机发生推搡# http://t.cn/A6mA8T43 ,,无,无,无,2024-11-25 11:33,iPhone 15 Pro Max,76,63,69
P1Uxlrpoy,#货拉拉 保时捷# 安抚司机发生推搡？真是会玩文字游戏！货拉拉 保时捷事件中出现的“安抚司机发生推搡”的描述，引发了公众的质疑。安抚与推搡在行为性质上是对立的，将两者联系在一起显得矛盾和不合理。这种表述可能会削弱公众对保时捷及其合作方处理问题诚意的信任。企业在面对纠纷时，应采取更加透明和公正的方式，避免使用可能引起误解的表述。此外，事件也暴露了企业在供应链管理和合作伙伴关系维护方面的挑战。在快速发展的市场环境中，如何有效管理合作关系，维护品牌形象，是企业需要认真考虑的问题。保时捷合作方在声明中提到，将改进工作流程，杜绝此类事件再次发生，这表明企业已经意识到问题所在，并采取了积极的改进措施。总体来说，保时捷及其合作方在此次事件中展现了解决问题的意愿和行动，但仍需在沟通和处理方式上更加细致和谨慎，以维护企业的正面形象和公众信任。#货拉拉司机回应保时捷##保时捷合作方称为安抚司机发生推搡# http://t.cn/A6mAHU3a ,,无,无,无,2024-11-25 11:16,iPhone 15 Pro Max,75,64,65
P1UfPasRW,#如何看懂械字号卫生巾包装说明# 泰国广告从来没有让人失望过！昨天看到电影《好东西》导演邵艺辉吐槽卫生巾质量的时候，曾经说过我们的卫生巾广告，就是几个女生带着翅膀，一直在飘来飘去的，都不知道是在讲卫生巾。再来看看泰国的卫生巾广告，一下就把超薄和超强吸附演出来了。不知道泰国卫生巾有没有塌房，有没有虚标长度和用黑心棉？#好东西导演邵艺辉吐槽卫生巾质量##卫生巾造假风波# http://t.cn/A6mAlvU1 ,,无,无,无,2024-11-25 10:33,iPhone 15 Pro Max,69,65,69
